"","commit_id","author_date","bugcount","fixcount","la","ld","nf","nd","ns","ent","revd","nrev","rtime","hcmt","self","ndev","age","nuc","app","aexp","rexp","oexp","arexp","rrexp","orexp","asexp","rsexp","osexp","asawr","rsawr","osawr","churn","buggy","fix","bugdens","strata"
"2","0001dcd3a2d67fe8832562746a293754a9a8d7a0",1339594674,0,0,53,42,8,4,1,0.846452008192131,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,95,FALSE,FALSE,0,"3"
"11","0014ec0a65ec2ce6ef29938e552dae7aca90024d",1338165639,0,0,20,0,5,2,1,0.934977529767123,TRUE,1,143571,2,FALSE,5,8206525,9,1,20,510,522,20,504,516,19,257,269,0.00259470679813181,0.0334717176959004,0.0350285417747795,20,FALSE,FALSE,0,"3"
"33","0042b5f0f2bef3d2affb3e7b44613d13830ee94a",1332156071,0,0,6,0,2,1,1,0.650022421648354,TRUE,1,116695,2,FALSE,8,1543960,10,3,242,254,254,241,253,253,212,223,223,0.0374802041175436,0.0394158015132852,0.0394158015132852,6,FALSE,FALSE,0,"3"
"44","0060b44d7045434583f14b5787211bafd045dd54",1332779001,0,0,320,312,8,3,1,0.414579084323764,TRUE,5,2404000,26,FALSE,29,359929.5,85,3,15,1797,1800,15,1796,1799,13,1220,1223,0.00236366706061118,0.206145534357589,0.206652034442006,632,FALSE,FALSE,0,"3"
"51","006edbd0d948e96713c2f983d2cedfa0c1798f61",1338373470,0,0,1,1,1,1,1,0,TRUE,1,499097,5,FALSE,9,1188585,20,3,1063,1956,2858,1063,1951,2853,944,1187,1989,0.121340523882897,0.152542372881356,0.255521314843349,2,FALSE,FALSE,0,"3"
"56","0074cc5d34a8ee314e864ba488dab1f0d0f94995",1334789820,0,0,1,24,2,2,2,0.242292189082415,TRUE,7,297075,21,FALSE,49,57568,176,3,141,224,224,141,224,224,135,206,206,0.0199853049228508,0.0304188096987509,0.0304188096987509,25,FALSE,FALSE,0,"3"
"91","00b961c37f82977615ab9c4d03e185229cc55154",1335532707,0,0,132,134,20,4,2,0.66298302450912,TRUE,2,89311,2,FALSE,17,1803901.06896552,87,2,265,987,987,265,987,987,144,796,796,0.0211277866822089,0.116129972315314,0.116129972315314,266,FALSE,FALSE,0,"3"
"94","00bb45fe9b3e9c68d9a2f2d5a469de4c2e1c6040",1333451055,0,0,270,1,2,2,1,0.15329427896005,TRUE,3,13517,5,FALSE,1,478016.5,3,1,23,21,39,23,21,39,20,18,34,0.00339476236663434,0.00307145166505011,0.00565793727772389,271,FALSE,FALSE,0,"3"
"95","00bf077b98bb53304bd9e487e9ad3d0734fb65af",1334271683,0,0,1,2,1,1,1,0,TRUE,6,428995,5,FALSE,5,9315,8,3,98,152,152,97,151,151,90,137,137,0.0141436120609263,0.0214485545539322,0.0214485545539322,3,FALSE,FALSE,0,"3"
"121","00f3299e8b499e323c3e3d9552d518a872a0695a",1333109815,0,0,51,1,2,2,2,0.391243563629256,TRUE,3,697233,13,FALSE,4,217983.5,15,2,26,413,431,26,412,430,23,409,424,0.00322450624748085,0.0550853150611313,0.0571006314658068,52,FALSE,FALSE,0,"3"
"126","00f9ac93c248b019e72757da9c5d8121a5fd1bf5",1336724668,0,0,128,0,3,1,1,0.916126828229162,TRUE,10,3299716,34,FALSE,5,452631.666666667,7,1,7,483,490,7,478,485,0,148,148,0.00609756097560976,0.908536585365854,0.908536585365854,128,FALSE,FALSE,0,"3"
"128","00faa09aadfc6c6db9da639ba6b7866c72447e39",1339588060,0,0,6,0,2,1,1,0,TRUE,4,19808538,6,FALSE,2,12202216,4,4,1,1793,1793,1,1789,1789,1,1596,1596,0.000246184145741014,0.1965780403742,0.1965780403742,6,FALSE,FALSE,0,"3"
"134","0103f7bd2d2797dafef27e62ca3c63f25c4b9dfe",1336394797,0,0,44,35,6,1,6,0.794849583236476,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,79,FALSE,FALSE,0,"3"
"157","013146e1e0c7d20621e85e3e79d79a2309411640",1339483165,0,0,2,0,1,1,1,0,TRUE,1,777567,3,FALSE,4,9742540,6,2,621,1924,1924,621,1921,1921,236,944,944,0.0657055724979207,0.261990573884114,0.261990573884114,2,FALSE,FALSE,0,"3"
"159","0135c22d14b1d5d6a71910f0b4de68488c756d56",1338134195,0,0,5,5,2,1,1,0.970950594454669,TRUE,1,1415,1,FALSE,3,9342.5,27,2,68,86,86,68,86,86,49,65,65,0.00649941505264526,0.00857922786949175,0.00857922786949175,10,FALSE,FALSE,0,"3"
"161","0137f092af12110c427f05358f7b207ea95ea341",1339490862,5,0,96,63,8,4,1,0.687659530102249,TRUE,8,504957,7,FALSE,35,683614.375,109,3,830,2822,2822,828,2814,2814,661,1919,1919,0.0817586760528591,0.237124861059652,0.237124861059652,159,TRUE,FALSE,0.0314465408805031,"3"
"171","014ad6bf1b2fc0445933a11ab44275f0d99b8d32",1336378969,0,0,7,0,1,1,1,0,TRUE,1,207971,0,TRUE,9,346995,19,1,708,708,708,707,707,707,553,553,553,0.0784258210645527,0.0784258210645527,0.0784258210645527,7,FALSE,FALSE,0,"3"
"189","01650d0dc7c41de11abeba6349e5ff38ebee430f",1336741437,0,0,4,1,1,1,1,0,TRUE,1,16415,3,FALSE,14,93214,29,1,165,34,199,164,34,198,155,34,189,0.0215113072255929,0.00482625482625483,0.0261996690568119,5,FALSE,FALSE,0,"3"
"199","0174c966f734ba48d387257a14447e8b56d85d37",1333556844,0,1,1,1,1,1,1,0,TRUE,1,547739,7,FALSE,1,6171000,3,3,126,821,821,126,817,817,45,89,89,0.450980392156863,0.882352941176471,0.882352941176471,2,FALSE,TRUE,0,"3"
"207","018cb899d482967eb7d8ebdc48cadf1743abe680",1337670938,0,0,20,46,4,3,2,0.858803928558963,TRUE,2,53287,1,FALSE,15,1618907.5,78,2,188,398,398,188,398,398,187,385,385,0.0208287170396632,0.0427653445601595,0.0427653445601595,66,FALSE,FALSE,0,"3"
"232","01bca93863d61ed25d3d5935a7e150174d68be32",1338984971,0,0,8,3,1,1,1,0,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,11,FALSE,FALSE,0,"3"
"243","01d48e07d81ae07ef89edf0a3f6672753f7c0f54",1339000058,0,0,1,0,1,1,1,0,TRUE,1,45046,7,FALSE,6,2351835,12,4,73,2165,2236,73,2160,2231,56,1327,1382,0.00713838447088291,0.166311834690044,0.173199749530369,1,FALSE,FALSE,0,"3"
"251","01eb4d93c5894dbee6210712454a28e9fe9a680f",1335846724,0,0,6,2,2,1,1,0.543564443199596,TRUE,4,121628,4,FALSE,11,8419,31,2,194,275,275,194,275,275,176,236,236,0.0257005953245245,0.0344126615362277,0.0344126615362277,8,FALSE,FALSE,0,"3"
