"","commit_id","author_date","bugcount","fixcount","la","ld","nf","nd","ns","ent","revd","nrev","rtime","hcmt","self","ndev","age","nuc","app","aexp","rexp","oexp","arexp","rrexp","orexp","asexp","rsexp","osexp","asawr","rsawr","osawr","churn","buggy","fix","bugdens","strata"
"23","0038e3818393415fc9628aef2747136a626682ee",1341252518,0,0,23,17,3,3,1,0.180696361576786,TRUE,5,318441,19,FALSE,69,283118.333333333,234,4,44,622,622,44,622,622,27,536,536,0.0156774916013438,0.3006718924972,0.3006718924972,40,FALSE,FALSE,0,"1"
"36","0061c0ce4443395a258a99c70e1c1a7d0435e84e",1340028045,1,0,462,1,4,3,1,0.584158392647551,TRUE,21,-32841526,30,FALSE,2,50945,2,3,15,53,55,15,53,55,14,45,46,0.132743362831858,0.407079646017699,0.415929203539823,463,TRUE,FALSE,0.00215982721382289,"1"
"37","006254c5050176c9b569007f6ef7203e6067215d",1344016566,0,0,15,3,1,1,1,0,TRUE,3,291966,4,FALSE,12,185436,24,2,799,880,880,797,878,878,304,346,346,0.707656612529002,0.805104408352668,0.805104408352668,18,FALSE,FALSE,0,"1"
"50","007a1856dd8b5a781a3abe312a023344995162d6",1347632012,0,0,12,6,1,1,1,0,TRUE,3,532526,5,FALSE,37,22610,74,2,0,1014,1014,0,1011,1011,0,827,827,0.000397930760047752,0.329486669319538,0.329486669319538,18,FALSE,FALSE,0,"1"
"58","0094303e36cf1c01db539a1eea7771ebcb4d336a",1346864368,0,0,145,112,2,1,1,0.988073695798481,TRUE,1,5641,2,FALSE,4,5431534.5,10,2,338,167,486,337,167,485,3,1,4,0.0363636363636364,0.0181818181818182,0.0454545454545455,257,FALSE,FALSE,0,"1"
"65","00a4f63f373af0b87c9c4ba8671720bb8324c80a",1339674144,0,0,2,3,1,1,1,0,TRUE,1,-33217270,4,FALSE,4,553804,4,3,17,64,68,17,62,66,16,50,53,0.163461538461538,0.490384615384615,0.519230769230769,5,FALSE,FALSE,0,"1"
"77","00c3fde8f841ae20810a8dc86d57f6231f2eba43",1351806741,0,0,5,2,2,2,2,0.863120568566631,TRUE,4,660368,9,FALSE,8,1126884,11,2,0,93,93,0,93,93,0,90,90,0.00383141762452107,0.348659003831418,0.348659003831418,7,FALSE,FALSE,0,"1"
"82","00d65fa8bf83c2e9e5937108cbbf096918bbd23f",1343179910,0,0,11,6,1,1,1,0,TRUE,4,57411,7,FALSE,1,1229338,2,3,66,723,759,66,723,759,32,514,535,0.0167427701674277,0.26128868594622,0.271943176052765,17,FALSE,FALSE,0,"1"
"84","00dd97c7e9a852f4abd6e8460a0d094c01d3d0ba",1347205765,1,0,103,56,5,4,1,0.574483013459184,TRUE,3,-25781966,7,FALSE,21,298129.8,69,2,42,217,231,42,217,231,40,209,222,0.128125,0.65625,0.696875,159,TRUE,FALSE,0.00628930817610063,"1"
"86","00f0b170ec15299b20c345fa1f66f21185c2dc79",1345050439,0,0,20,15,4,3,1,0.729140647526119,TRUE,2,30452,15,FALSE,35,123583,82,2,318,1554,1742,317,1553,1740,235,1473,1582,0.104286345558992,0.651347768448962,0.699513919575784,35,FALSE,FALSE,0,"1"
