"","commit_id","author_date","bugcount","fixcount","la","ld","nf","nd","ns","ent","revd","nrev","rtime","hcmt","self","ndev","age","nuc","app","aexp","rexp","oexp","arexp","rrexp","orexp","asexp","rsexp","osexp","asawr","rsawr","osawr","churn","buggy","fix","bugdens","strata"
"31","00592cfa0b90c66682be2bc31428277c35a35c48",1331588951,0,0,2,2,2,1,1,1,TRUE,1,3361,5,FALSE,33,258411.5,104,3,75,628,673,75,628,673,71,595,636,0.0634361233480176,0.52511013215859,0.561233480176211,4,FALSE,FALSE,0,"1"
"48","00786bc554a2dfacb3c6f02fbb7e9c98f35d4262",1338278278,0,0,162,139,6,4,2,0.537909531051905,TRUE,2,140121,7,FALSE,61,295465,186,2,314,202,454,314,202,454,260,178,387,0.161210623841878,0.110562075355158,0.239654107473749,301,FALSE,FALSE,0,"1"
"107","010f8b14041090fe8a1ea57956b8d66dc382ecfe",1331157487,0,0,3,10,6,3,1,0.895883144486481,TRUE,2,70406,6,FALSE,42,63168,129,3,211,595,708,211,595,708,194,503,603,0.182584269662921,0.471910112359551,0.565543071161049,13,FALSE,FALSE,0,"1"
"166","01a938f7fe4dea274713e49f124fcc45702f80a0",1331023987,0,0,375,357,66,26,4,0.885077155986183,TRUE,8,201051,25,FALSE,89,108144.666666667,425,3,6,692,693,6,692,693,6,603,604,0.0062780269058296,0.541704035874439,0.542600896860987,732,FALSE,FALSE,0,"1"
"193","01f24caba86c987b0109f743979a4e99e8afed11",1333410067,0,0,99,2,5,3,1,0.8296891273882,TRUE,1,91025,2,FALSE,38,679589.6,86,2,1,538,539,1,538,539,0,519,519,0.000791765637371338,0.411718131433096,0.411718131433096,101,FALSE,FALSE,0,"1"
"232","0252c182cf535d4f9db1dc1c0df144430c39b1a1",1336086592,0,0,187,25,5,3,1,0.79258636732451,TRUE,4,1283878,11,FALSE,16,635496.8,33,2,33,735,759,33,734,758,1,255,256,0.00735294117647059,0.941176470588235,0.944852941176471,212,FALSE,FALSE,0,"1"
"276","02a9a18088b62d1c4c5aaafc44523d3dda6db527",1338334614,0,0,230,16,4,4,1,0.626692196343091,TRUE,9,1641454,10,FALSE,54,7498,145,2,5,931,934,5,931,934,5,762,765,0.00380469245402663,0.483830057070387,0.4857324032974,246,FALSE,FALSE,0,"1"
"281","02afb4d60c93169b9e2aeb7c907fa8919447d561",1331849268,0,0,1,2,1,1,1,0,TRUE,2,601687,6,FALSE,22,2516,45,2,55,844,871,55,843,870,2,16,17,0.0652173913043478,0.369565217391304,0.391304347826087,3,FALSE,FALSE,0,"1"
"315","0336271126f81258ff9f96d2d09be9ec4b52920d",1331856726,0,0,1,1,2,1,1,0,TRUE,1,60072,2,FALSE,8,635597,10,2,63,62,76,63,62,76,60,58,72,0.824324324324324,0.797297297297297,0.986486486486487,2,FALSE,FALSE,0,"1"
"328","0356f8c1decdc6a2a50e53d148f9a2d8884a4b6f",1331072335,0,0,28,32,5,2,1,0.687312585883125,TRUE,3,10286,8,FALSE,37,412347.4,113,2,207,477,607,207,477,607,190,458,572,0.182775119617225,0.439234449760766,0.548325358851675,60,FALSE,FALSE,0,"1"
"342","0384aa5416dedc61b661a347e625c827aa6f94a2",1332888880,0,0,54,7,2,2,1,0.875195788740725,TRUE,3,347679,7,FALSE,37,179711,91,4,482,752,752,482,752,752,473,722,722,0.38599348534202,0.588762214983713,0.588762214983713,61,FALSE,FALSE,0,"1"
"361","03a331cdfe492cb7a9d531021b444384a27bdd56",1334198184,0,0,9,9,1,1,1,0,TRUE,4,1086055,10,FALSE,13,812082,16,4,52,914,917,52,914,917,52,882,885,0.0401211203633611,0.668433005299016,0.670704012112036,18,FALSE,FALSE,0,"1"
