"","commit_id","author_date","bugcount","fixcount","la","ld","nf","nd","ns","ent","revd","nrev","rtime","hcmt","self","ndev","age","nuc","app","aexp","rexp","oexp","arexp","rrexp","orexp","asexp","rsexp","osexp","asawr","rsawr","osawr","churn","buggy","fix","bugdens","strata"
"3","0003fa206c5abac81c85bcd662a9555e41c3bfbe",1373999392,0,0,28,4,2,1,1,0.974489403398052,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,32,FALSE,FALSE,0,"8"
"8","000b6330d4ca7165ff241b21ee728ed28d82fba1",1374140454,0,0,4,0,2,1,1,0.811278124459133,TRUE,2,75335,3,FALSE,16,1277759,52,1,20,1588,1608,18,1529,1547,20,983,1003,0.00139599813866915,0.0654124842119258,0.0667420062487536,4,FALSE,FALSE,0,"8"
"13","001b80305addc5e47a1c80f6629a757178d95c81",1373528887,0,1,2,1,1,1,1,0,TRUE,1,86076,3,FALSE,14,1890922,30,2,230,2124,2124,226,1658,1658,188,1620,1620,0.0126126126126126,0.108174841508175,0.108174841508175,3,FALSE,TRUE,0,"8"
"18","00237744117bd9ca5ce13cafa21203fe4decd8d9",1377760252,0,1,3,1,1,1,1,0,TRUE,1,91984,3,FALSE,10,11778230,11,4,75,1103,1103,74,863,863,52,863,863,0.00337708678475851,0.0550528864534217,0.0550528864534217,4,FALSE,TRUE,0,"8"
"21","002e6105f61269f1474de878ccdb26205e5b226e",1378902961,0,0,140,96,28,8,2,0.862605129710108,TRUE,3,609427,2,FALSE,58,2460,504,2,3118,3566,3566,2542,2924,2924,2500,2816,2816,0.133800556387759,0.150706184463942,0.150706184463942,236,FALSE,FALSE,0,"8"
"30","003d0ecc25c3c862fa08c0d80ee602c91ff55aa5",1374750251,0,0,90,23,7,2,2,0.621904582609413,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,113,FALSE,FALSE,0,"8"
"120","00f114ac16afc92bd275969b039096b193be0143",1378975327,0,0,4,1,1,1,1,0,TRUE,1,8633,1,FALSE,1,784153,1,2,604,667,667,402,460,460,477,500,500,0.0296746958033275,0.0311025577352868,0.0311025577352868,5,FALSE,FALSE,0,"8"
"130","00ff569b2e2298a755ce351f70c101f5cfbc4b3b",1374860261,0,0,4,2,1,1,1,0,TRUE,2,508370,1,FALSE,6,6185,13,2,1353,1476,1476,1016,1120,1120,644,726,726,0.0425939377930397,0.0480089810473486,0.0480089810473486,6,FALSE,FALSE,0,"8"
"163","013ad43a5902e0096d4a39f04c108ffecf54f243",1372754947,0,0,5,1,2,2,2,1,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,6,FALSE,FALSE,0,"8"
"188","0162b757346ab6b0644aad62f946b3b883994e46",1374519943,0,0,39,2,3,2,2,0.645142435877895,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,41,FALSE,FALSE,0,"8"
"201","0181dc283f6a783783b7e622b4e2dc241edd8a54",1372943635,0,0,7,0,1,1,1,0,TRUE,3,1763467,4,FALSE,10,636531,18,2,28,250,250,24,246,246,19,208,208,0.0013410218586563,0.0140136784229583,0.0140136784229583,7,FALSE,FALSE,0,"8"
"210","019066a7153c6eb99caf58bac61fe5a5b7f76c67",1374655316,0,1,51,44,1,1,1,0,TRUE,4,109746,5,FALSE,14,17527570,25,2,2002,2410,2410,1505,1820,1820,534,651,651,0.0949928977272727,0.115767045454545,0.115767045454545,95,FALSE,TRUE,0,"8"
"258","01f3a34eda0a6045db76c703b4c2683b7600fb60",1377609051,0,0,1,1,1,1,1,0,TRUE,1,32410,2,FALSE,1,345615,5,2,343,1949,1949,341,1879,1879,162,1194,1194,0.0104046980722584,0.0762798416953913,0.0762798416953913,2,FALSE,FALSE,0,"8"
"293","0233e9ec8bc1d65fbbd6be6fa798531a658b9ae2",1372339297,0,0,46,16,1,1,1,0,TRUE,6,548517,6,FALSE,9,1804029,39,2,234,1500,1500,222,1195,1195,27,411,411,0.0629213483146067,0.925842696629213,0.925842696629213,62,FALSE,FALSE,0,"8"
