"","commit_id","author_date","bugcount","fixcount","la","ld","nf","nd","ns","ent","revd","nrev","rtime","hcmt","self","ndev","age","nuc","app","aexp","rexp","oexp","arexp","rrexp","orexp","asexp","rsexp","osexp","asawr","rsawr","osawr","churn","buggy","fix","bugdens","strata"
"24","0043044f2e8ee3de8a9995bdbf51aad77f1a3fa9",1373357890,3,0,580,283,8,5,1,0.849501874917022,TRUE,2,112913,4,FALSE,5,280556.5,7,2,5,685,687,5,662,664,2,42,43,0.06,0.86,0.88,863,TRUE,FALSE,0.00347624565469293,"6"
"35","005ff1100a11c83808471ece313d0f9001f4653c",1374603627,0,0,132,201,2,1,1,0.909022156087815,TRUE,7,784612,15,FALSE,17,994879.5,35,3,3,812,815,3,778,781,0,673,673,0.00132978723404255,0.896276595744681,0.896276595744681,333,FALSE,FALSE,0,"6"
"43","006a4e5e31a12d049c3d6308c3a2d73f57cd980f",1374767629,0,0,15,3,2,2,1,0.991076059838222,TRUE,1,344624,4,FALSE,31,1365650,77,4,157,1328,1457,88,1119,1191,36,250,283,0.0415263748597082,0.281705948372615,0.318742985409652,18,FALSE,FALSE,0,"6"
"56","008c3836c95a0183b3e6397a69f1420b0e55ec99",1371785339,0,0,14,14,3,3,1,0.748040513754101,TRUE,3,1669221,9,FALSE,27,67022.3333333333,54,1,153,572,700,153,525,653,150,520,646,0.0304128902316213,0.104934541792548,0.13031218529708,28,FALSE,FALSE,0,"6"
"81","00cebe1d57c7cfadc6017a65febd6188630b2456",1374560738,0,0,20,16,2,2,1,0.991076059838222,TRUE,1,648700,2,FALSE,5,1392878.5,8,2,133,353,449,133,347,443,45,343,351,0.00858689565055068,0.0642150457345529,0.0657084188911704,36,FALSE,FALSE,0,"6"
"106","010f130acee3e5253a0c687aaf6ee8849e099982",1374776455,0,0,1,1,1,1,1,0,TRUE,5,360122,10,FALSE,31,166328,70,2,17,2098,2115,17,1703,1720,2,1860,1862,0.000556276654923048,0.345076951603931,0.345447802707213,2,FALSE,FALSE,0,"6"
"117","011e6353afbd662d3f53454e6ef96829c0705b8d",1371796986,0,0,15,15,3,3,1,0.742402212655077,TRUE,5,1933988,5,FALSE,26,1472,55,1,158,1277,1371,158,1191,1285,155,1196,1288,0.0313693947315504,0.24069977880555,0.259199678262618,30,FALSE,FALSE,0,"6"
"144","0165ff51f9b9a45dcab0418be24d3c8cab31ab5f",1372720023,0,0,180,70,17,8,1,0.933870029022028,TRUE,25,1507528,10,FALSE,178,154,1087,2,813,385,1133,626,379,941,789,369,1095,0.154327016995507,0.0722797421371362,0.214104317249463,250,FALSE,FALSE,0,"6"
"174","01b87a1ae18d3c5098163c2558da884c880c9749",1371484892,0,0,55,6,5,3,1,0.74235286120563,TRUE,11,1563805,15,FALSE,123,6790.2,480,3,13,1949,1955,13,1702,1708,11,1844,1849,0.00245248313917842,0.377069282648682,0.378091150623339,61,FALSE,FALSE,0,"6"
"194","01f2f46d64bb81256cb06a8e8a091e6f5fabedc8",1374148019,0,0,28,6,3,2,1,0.470179990900137,TRUE,12,5542512,17,FALSE,73,1229274.66666667,262,3,137,561,649,131,552,634,130,543,627,0.0246148064637354,0.102217211574596,0.118000751597144,34,FALSE,FALSE,0,"6"
"198","01fc8749851d51139f095b44855045a059b4dc50",1374275684,0,0,2,2,3,3,1,0,TRUE,2,437553,7,FALSE,19,705351,28,4,43,1007,1033,43,949,975,19,663,665,0.027027027027027,0.897297297297297,0.9,4,FALSE,FALSE,0,"6"
"200","02075a5a19b4ef85a78b4b5a097cd32b50a307fb",1371820967,0,0,6,14,3,2,1,0.626370941606566,TRUE,2,157455,3,FALSE,17,129263.666666667,45,2,3,729,731,3,709,711,3,600,602,0.00627943485086342,0.943485086342229,0.946624803767661,20,FALSE,FALSE,0,"6"
"213","021c1a7192b29f28b1848611846934bad66ff8c8",1372306858,0,0,77,0,2,2,1,0.97933992595678,TRUE,5,1422122,5,FALSE,10,49126,19,1,112,1307,1408,112,1217,1318,24,1226,1239,0.00495245641838352,0.243066561014263,0.245641838351823,77,FALSE,FALSE,0,"6"
"215","0224bca0cf0a159b096633c776d14279e33a5730",1374649241,0,0,14,6,2,2,1,0.6098403047164,TRUE,2,12892390,10,FALSE,96,589208,262,7,20,1806,1815,20,1678,1687,18,1689,1696,0.00353949329359165,0.314828614008942,0.316132637853949,20,FALSE,FALSE,0,"6"
"224","023a0615874443e2fc28d0df64a5ab5dd485405d",1376847464,0,0,48,0,3,3,2,0.313666842850076,TRUE,6,1334215,9,FALSE,43,214999,155,2,98,357,384,98,341,368,98,349,376,0.1584,0.56,0.6032,48,FALSE,FALSE,0,"6"
"234","0253740a23d5cb58db539230dd8513b2f845afe1",1377303458,0,0,1295,1031,10,5,2,0.594391817410568,TRUE,12,1081672,21,FALSE,4,250658.909090909,4,2,0,903,903,0,833,833,0,208,208,0.00416666666666667,0.870833333333333,0.870833333333333,2326,FALSE,FALSE,0,"6"
"241","026ba19aac853ff6265da6ca3e48c3cfc6fa3568",1377101763,1,0,9,3,3,2,1,0.935893280949399,TRUE,4,1350441,9,FALSE,130,316521.666666667,431,2,8,528,530,8,528,530,7,514,515,0.0013840830449827,0.0891003460207613,0.0892733564013841,12,TRUE,FALSE,0.0833333333333333,"6"
"259","028a9d6688de772461341031b91fe2eb6153e540",1375804546,0,0,51,46,4,2,1,0.598194459809237,TRUE,11,3821102,15,FALSE,84,137247,383,3,188,641,766,182,631,750,181,619,740,0.0328282828282828,0.111832611832612,0.133658008658009,97,FALSE,FALSE,0,"6"
"279","02abdb94b05471f60658d249038d4f8352204be9",1370014217,0,0,67,67,2,2,2,0.263777436694139,TRUE,3,352673,12,FALSE,17,1352220,25,4,41,320,334,41,263,277,41,308,322,0.0850202429149798,0.625506072874494,0.653846153846154,134,FALSE,FALSE,0,"6"
