"","commit_id","author_date","bugcount","fixcount","la","ld","nf","nd","ns","ent","revd","nrev","rtime","hcmt","self","ndev","age","nuc","app","aexp","rexp","oexp","arexp","rrexp","orexp","asexp","rsexp","osexp","asawr","rsawr","osawr","churn","buggy","fix","bugdens","strata"
"23","0038e3818393415fc9628aef2747136a626682ee",1341252518,0,0,23,17,3,3,1,0.180696361576786,TRUE,5,318441,19,FALSE,69,283118.333333333,234,4,44,622,622,44,622,622,27,536,536,0.0156774916013438,0.3006718924972,0.3006718924972,40,FALSE,FALSE,0,"2"
"36","0061c0ce4443395a258a99c70e1c1a7d0435e84e",1340028045,1,0,462,1,4,3,1,0.584158392647551,TRUE,21,-32841526,30,FALSE,2,50945,2,3,15,53,55,15,53,55,14,45,46,0.132743362831858,0.407079646017699,0.415929203539823,463,TRUE,FALSE,0.00215982721382289,"2"
"37","006254c5050176c9b569007f6ef7203e6067215d",1344016566,0,0,15,3,1,1,1,0,TRUE,3,291966,4,FALSE,12,185436,24,2,799,880,880,797,878,878,304,346,346,0.707656612529002,0.805104408352668,0.805104408352668,18,FALSE,FALSE,0,"2"
"65","00a4f63f373af0b87c9c4ba8671720bb8324c80a",1339674144,0,0,2,3,1,1,1,0,TRUE,1,-33217270,4,FALSE,4,553804,4,3,17,64,68,17,62,66,16,50,53,0.163461538461538,0.490384615384615,0.519230769230769,5,FALSE,FALSE,0,"2"
"82","00d65fa8bf83c2e9e5937108cbbf096918bbd23f",1343179910,0,0,11,6,1,1,1,0,TRUE,4,57411,7,FALSE,1,1229338,2,3,66,723,759,66,723,759,32,514,535,0.0167427701674277,0.26128868594622,0.271943176052765,17,FALSE,FALSE,0,"2"
"86","00f0b170ec15299b20c345fa1f66f21185c2dc79",1345050439,0,0,20,15,4,3,1,0.729140647526119,TRUE,2,30452,15,FALSE,35,123583,82,2,318,1554,1742,317,1553,1740,235,1473,1582,0.104286345558992,0.651347768448962,0.699513919575784,35,FALSE,FALSE,0,"2"
"135","014d3f9ee378a0c621c2ad1fad4c7338349b98ff",1341695417,0,0,259,46,6,5,3,0.607465114453901,TRUE,10,3983952,12,FALSE,50,1598164.66666667,125,2,57,814,847,57,813,846,25,279,293,0.0542797494780793,0.58455114822547,0.613778705636743,305,FALSE,FALSE,0,"2"
"159","01985dd44d1b29c7ad7cb0932a1d30f7b6fe1911",1343342751,1,0,50,42,4,2,1,0.79985643810661,TRUE,1,58552,2,FALSE,63,2886,277,2,262,561,719,262,561,719,230,451,594,0.114413075780089,0.223873204556711,0.29470034670629,92,TRUE,FALSE,0.0108695652173913,"2"
"180","01c654e2ef6db17e677d5e9a0d8e781d374bdbbe",1340301022,0,0,4,4,2,2,1,0.811278124459133,TRUE,2,360479,3,FALSE,48,75085,104,2,99,754,806,99,754,806,91,719,763,0.0538957234915056,0.421792618629174,0.447568834212068,8,FALSE,FALSE,0,"2"
"218","0230e96196baf4cfd4cb7f556539fe6758367176",1339102567,2,0,181,124,6,4,1,0.829565037819947,TRUE,14,-33535690,29,FALSE,7,153146.666666667,14,2,8,32,33,8,32,33,7,25,25,0.0842105263157895,0.273684210526316,0.273684210526316,305,TRUE,FALSE,0.00655737704918033,"2"
"275","02a954afef0b0ed0f0d20125c3dc1e6287790c8e",1345147639,0,0,8,8,11,5,1,0.72266206579472,TRUE,1,288272,2,FALSE,97,83110.7272727273,614,2,141,703,797,141,702,796,127,575,660,0.056140350877193,0.252631578947368,0.289912280701754,16,FALSE,FALSE,0,"2"
"305","03079191cd26d98e3b20c90d8929e408853c2bf5",1343934563,0,0,70,34,2,2,1,0.137099478899818,TRUE,2,-28836197,4,FALSE,7,644361,9,4,738,485,1141,738,483,1139,3,150,150,0.021978021978022,0.82967032967033,0.82967032967033,104,FALSE,FALSE,0,"2"
"321","034762e8060dcf0a11cb039b9d426b0d0bb1801d",1340729075,0,0,9,4,1,1,1,0,TRUE,1,4494,1,FALSE,4,3713,5,2,231,383,383,231,383,383,175,303,303,0.101324122049511,0.175014392630973,0.175014392630973,13,FALSE,FALSE,0,"2"
"378","03cec57e5db036169c79c04e66abff49b3451350",1343230258,0,0,1,1,1,1,1,0,TRUE,1,251,0,TRUE,1,5019639,10,1,96,96,96,96,96,96,91,91,91,0.593548387096774,0.593548387096774,0.593548387096774,2,FALSE,FALSE,0,"2"
"393","03fc7f654d2001bc8e38eaa9b643c7a77992af93",1344954768,0,0,2,0,2,2,1,1,TRUE,1,-28161528,2,FALSE,4,386749,6,2,115,112,180,115,112,180,109,98,160,0.509259259259259,0.458333333333333,0.74537037037037,2,FALSE,FALSE,0,"2"
"402","040f09c85905ef479bfb0c2b74f230f92b5315b7",1342820836,0,0,1,1,1,1,1,0,TRUE,1,2249,2,FALSE,56,102952,155,2,641,795,1212,641,795,1212,607,625,1019,0.313725490196078,0.323013415892673,0.526315789473684,2,FALSE,FALSE,0,"2"
"435","044ece27b79c810e6c15131b6a553b649e666678",1345111615,1,0,50,12,3,3,1,0.92389320721096,TRUE,6,-27632707,14,FALSE,16,605930.333333333,35,3,122,208,250,122,207,249,116,169,207,0.515418502202643,0.748898678414097,0.916299559471366,62,TRUE,FALSE,0.0161290322580645,"2"
"443","045b084d34c08aee910cee2362cf209fd80d3c6d",1343764369,0,0,3,3,1,1,1,0,TRUE,2,1312321,10,FALSE,39,645904,90,2,11,1034,1041,11,1034,1041,7,974,977,0.00383693045563549,0.467625899280576,0.469064748201439,6,FALSE,FALSE,0,"2"
"454","046b3f2e0c4b6a80428aea1e69957429d23783a0",1342880392,0,0,5,0,1,1,1,0,TRUE,1,241484,4,FALSE,1,3863769,1,4,263,1169,1301,263,1169,1301,192,1043,1125,0.0994332818134982,0.537867078825348,0.5801133436373,5,FALSE,FALSE,0,"2"
"480","04a0bd690579a91b487b2865c52b6d073b25ad5d",1343916787,0,0,10,7,1,1,1,0,TRUE,3,31409,7,FALSE,33,166989,59,2,123,952,1012,123,952,1012,114,894,947,0.0544507575757576,0.423768939393939,0.448863636363636,17,FALSE,FALSE,0,"2"
"498","04ca527aa394376b20e1fc09b1cdd1ca8a0a105a",1346103505,0,0,176,6,9,7,1,0.838364172895581,TRUE,3,1817406,7,FALSE,18,162849.555555556,30,3,12,139,146,12,139,146,5,80,82,0.0594059405940594,0.801980198019802,0.821782178217822,182,FALSE,FALSE,0,"2"
"504","04d6def2b1702c962757d59ed086a2577300712a",1341502437,0,0,5,10,1,1,1,0,TRUE,2,12182,4,FALSE,34,925,102,3,598,258,803,598,258,803,567,238,753,0.314681440443213,0.132409972299169,0.417728531855956,15,FALSE,FALSE,0,"2"
"534","05130daeaa490070c52499c9fac26dd16c38074d",1338913577,0,0,3,1,2,2,1,1,TRUE,2,8146,4,FALSE,49,206798.5,100,2,5,759,763,5,759,763,4,707,710,0.00306372549019608,0.433823529411765,0.435661764705882,4,FALSE,FALSE,0,"2"
"587","05be01c5c484425d22c46348d2f31989e47d1542",1341451243,0,0,56,3,2,2,1,0.843161956951838,TRUE,2,-31607649,4,FALSE,6,51993,13,3,52,145,157,52,144,156,42,106,115,0.323308270676692,0.804511278195489,0.87218045112782,59,FALSE,FALSE,0,"2"
