"","commit_id","author_date","bugcount","fixcount","la","ld","nf","nd","ns","ent","revd","nrev","rtime","hcmt","self","ndev","age","nuc","app","aexp","rexp","oexp","arexp","rrexp","orexp","asexp","rsexp","osexp","asawr","rsawr","osawr","churn","buggy","fix","bugdens","strata"
"38","0054505510b6f2bd20eb7648dbbcaa0e0a975d79",1331246060,0,0,296,0,1,1,1,0,TRUE,3,903737,6,FALSE,0,0,0,3,222,1063,1063,221,1062,1062,193,871,871,0.0359792284866469,0.161721068249258,0.161721068249258,296,FALSE,FALSE,0,"2"
"48","006a49b19ac100df587f23eb76dc4ba8855047a0",1331772075,0,0,24,0,8,4,1,0.951796180735844,TRUE,2,9695770,3,FALSE,24,40819.875,78,2,8,230,230,8,228,228,7,208,208,0.00143833153541891,0.0375764113628191,0.0375764113628191,24,FALSE,FALSE,0,"2"
"63","00821ec710ec8d9549b9f7e68837a7393a954754",1330530804,0,0,74,0,2,2,2,0.53400427292854,TRUE,1,506827,5,FALSE,7,773443,29,4,135,959,959,135,959,959,131,927,927,0.0209957054238906,0.147606171464928,0.147606171464928,74,FALSE,FALSE,0,"2"
"74","009cd671ec5a51ab360bce39262482ee1b86dc46",1326907423,0,0,3,3,2,2,2,0.91829583405449,TRUE,1,1765772,5,FALSE,7,13290,34,3,0,1053,1053,0,1051,1051,0,1012,1012,0.000210172341319882,0.212904581757041,0.212904581757041,6,FALSE,FALSE,0,"2"
"99","00c8984b4e48b2a7eadfee6c3cd0cbb19f586118",1325853820,0,0,16,15,5,4,2,0.781099580795614,TRUE,2,1623954,12,FALSE,16,117601,42,4,167,513,513,166,512,512,157,494,494,0.0364643434110316,0.114239556888991,0.114239556888991,31,FALSE,FALSE,0,"2"
"104","00d1e2f65edfb12186a3805a6c0124bb032f5b43",1328583131,0,0,32,28,2,1,1,0.783776947484701,TRUE,2,6941,2,FALSE,4,1204190,8,2,70,137,137,70,137,137,64,113,113,0.0149425287356322,0.0262068965517241,0.0262068965517241,60,FALSE,FALSE,0,"2"
"105","00d4b151123b5df415db9cd49d4683ac485cf1e7",1326194193,0,0,13,24,1,1,1,0,TRUE,1,35064,1,FALSE,2,457974,2,2,301,608,608,300,606,606,70,124,124,0.03964265773311,0.0697934115019542,0.0697934115019542,37,FALSE,FALSE,0,"2"
"140","010c7a9fb3a9d326e7595b5c95a80d99b4fe7e7e",1329405743,0,0,1,1,1,1,1,0,TRUE,1,41050,3,FALSE,1,1332355,1,1,6,135,138,6,135,138,6,124,127,0.0015015015015015,0.0268125268125268,0.0274560274560275,2,FALSE,FALSE,0,"2"
"142","011530ad3bdcb237323ade152bfa4a3a7c6996c8",1326683967,0,0,14,5,2,1,1,0.29747224891929,TRUE,1,4618,1,FALSE,1,593584,1,2,28,81,81,28,81,81,25,56,56,0.00704416147385532,0.0154429693849905,0.0154429693849905,19,FALSE,FALSE,0,"2"
"144","011b88a7b37680288944bde2c4769fd203ee8218",1324228362,0,0,6,6,1,1,1,0,TRUE,1,10015332,5,FALSE,1,7674606,1,1,0,43,43,0,43,43,0,39,39,0.000318572793883402,0.0127429117553361,0.0127429117553361,12,FALSE,FALSE,0,"2"
