"","commit_id","author_date","bugcount","fixcount","la","ld","nf","nd","ns","ent","revd","nrev","rtime","hcmt","self","ndev","age","nuc","app","aexp","rexp","oexp","arexp","rrexp","orexp","asexp","rsexp","osexp","asawr","rsawr","osawr","churn","buggy","fix","bugdens","strata"
"15","001d36c97eac77410f7dd32290d2142abfb19fa0",1392721937,0,0,12,6,2,2,1,0.309543429150325,TRUE,1,130927,5,FALSE,156,114295,478,4,1298,1541,2599,834,1211,1873,1087,1361,2241,0.147545429888798,0.184703010577705,0.30404122592894,18,FALSE,FALSE,0,"8"
"104","010c0801bdf6172690451c4e4364af7196f8e54f",1389163821,0,0,388,222,17,10,1,0.929387200656815,TRUE,25,10158310,29,FALSE,62,534674.764705882,224,2,11,392,394,11,299,301,11,268,270,0.0108892921960073,0.244101633393829,0.245916515426497,610,FALSE,FALSE,0,"8"
"113","0118103eec9f770fd9013d61f17865598db3737e",1393392484,0,0,200,58,13,7,1,0.827870606602346,TRUE,11,3596793,14,FALSE,58,972798.230769231,158,2,77,332,373,54,228,255,60,209,236,0.0520477815699659,0.179180887372014,0.20221843003413,258,FALSE,FALSE,0,"8"
"125","0132be46bc9b4bb1b3bf77a623cc1d3b7e9307ea",1390969859,0,0,5,36,3,3,1,0.775002043975589,TRUE,2,172203,4,FALSE,33,914923.666666667,105,3,1127,1440,1440,942,1255,1255,983,989,989,0.719298245614035,0.723684210526316,0.723684210526316,41,FALSE,FALSE,0,"8"
"129","013e3b2b1bd8c82a05062bce186d240ffd42bd42",1386798761,0,0,39,39,4,4,1,0.821185724371951,TRUE,1,2987055,5,FALSE,199,49,704,5,74,3508,3571,74,2739,2802,20,2457,2469,0.00307287093942054,0.359672227099795,0.361428153350893,78,FALSE,FALSE,0,"8"
"137","015555acb75ee4d9298915951d2bfaf0d19d2b02",1386147080,2,1,498,219,4,2,1,0.471721031554951,TRUE,52,4688621,50,FALSE,8,480479.25,18,2,52,441,481,48,440,476,45,414,450,0.0377049180327869,0.340163934426229,0.369672131147541,717,TRUE,TRUE,0.00278940027894003,"8"
"153","0185a36c40259c47d2647ba1dd5275f4088e525d",1389830110,0,0,35,21,3,3,1,0.648001619049965,TRUE,10,1243216,18,FALSE,188,427,747,3,1016,2999,3412,887,2360,2708,997,2878,3274,0.14127972819932,0.407559456398641,0.463618346545866,56,FALSE,FALSE,0,"8"
"154","0185d2445f6db7278ba3a02ace597717ccdbd6b3",1392832096,0,0,8,9,2,2,1,0.873981048127358,TRUE,3,1037118,10,FALSE,200,300354,1118,4,56,3572,3581,55,2916,2925,51,2634,2640,0.00703558381815722,0.356514680016236,0.3573264781491,17,FALSE,FALSE,0,"8"
"157","01903933dba6f5ae667487300b947e5c36f8b033",1392613818,0,1,82,82,17,7,1,0.905374098593239,TRUE,3,779489,9,FALSE,78,630513.235294118,278,2,14,295,309,14,294,308,0,258,258,0.000864304235090752,0.223854796888505,0.223854796888505,164,FALSE,TRUE,0,"8"
"158","0192898e30035028b002f9aed3199be69a18efb3",1393252594,0,1,25,4,4,3,1,0.784909174911774,TRUE,3,3948616,18,FALSE,224,28498,759,4,22,2657,2660,22,2288,2291,22,1756,1759,0.00309722596283329,0.236601131160786,0.237005117155939,29,FALSE,TRUE,0,"8"
