"","commit_id","author_date","bugcount","fixcount","la","ld","nf","nd","ns","ent","revd","nrev","rtime","hcmt","self","ndev","age","nuc","app","aexp","rexp","oexp","arexp","rrexp","orexp","asexp","rsexp","osexp","asawr","rsawr","osawr","churn","buggy","fix","bugdens","strata"
"14","001961ed495a33cc944407888a2797f8a600e091",1367268702,0,0,6,0,1,1,1,0,TRUE,6,250793,15,FALSE,31,4262413,69,6,1062,2259,2903,1026,1932,2559,958,1922,2506,0.217115689381933,0.435363368802355,0.567579805297713,6,FALSE,FALSE,0,"5"
"33","005b9950ac84bf3ae06c24ee018f192064060428",1367521170,0,0,3,2,1,1,1,0,TRUE,3,1594747,7,FALSE,4,6045967,10,3,16,874,886,16,684,696,15,836,847,0.0036060401171963,0.188640973630832,0.191120126211404,5,FALSE,FALSE,0,"5"
"44","006d673d24778abe6c47e3ee7e1a19e163912440",1367348740,0,0,15,12,1,1,1,0,TRUE,2,253419,5,FALSE,4,4646786,5,4,572,607,607,569,603,603,453,477,477,0.919028340080972,0.967611336032389,0.967611336032389,27,FALSE,FALSE,0,"5"
"59","0096ce10390af7a6a2fa3501c55cfbe447eb9ba8",1363684417,0,0,44,4,2,2,1,0.599314237309809,TRUE,3,-9297515,10,FALSE,3,496045,5,3,331,609,613,330,574,578,303,522,526,0.358068315665489,0.616018845700825,0.620730270906949,48,FALSE,FALSE,0,"5"
"62","0098f12e8b1f035c7ecdb952cfcd4bbae86b6246",1367845613,0,0,1,0,1,1,1,0,TRUE,1,649652,4,FALSE,78,53300,239,5,1738,2204,3314,1443,1980,2876,1629,1836,2858,0.365881032547699,0.412345679012346,0.641750841750842,1,FALSE,FALSE,0,"5"
"67","00ab3d4f36a1e994698f7ab1ecada1cefa72e8db",1366428888,0,0,50,6,4,4,2,0.753695904359537,TRUE,2,829297,6,FALSE,38,1896954.75,95,2,248,225,390,204,222,345,242,217,380,0.552272727272727,0.495454545454545,0.865909090909091,56,FALSE,FALSE,0,"5"
"80","00cc32ccf6847ef649fbb9c1905f823c91903f44",1367947330,0,0,1,1,1,1,1,0,TRUE,3,92514,5,FALSE,10,333088,19,2,204,119,304,156,119,256,92,90,164,0.117128463476071,0.114609571788413,0.207808564231738,2,FALSE,FALSE,0,"5"
"100","0109231fcdb3c9e850afef82ba27090a4a0178af",1362403264,1,0,101,9,9,5,1,0.720171746105952,TRUE,6,-10201285,18,FALSE,31,208716.888888889,112,2,207,622,661,207,622,661,193,561,592,0.244949494949495,0.70959595959596,0.748737373737374,110,TRUE,FALSE,0.00909090909090909,"5"
"101","0109cc967c0a8adb9073b6e89276312cb5a95bc4",1369770429,1,0,135,64,9,5,1,0.736587218051993,TRUE,8,639354,12,FALSE,0,0,0,5,10,458,460,10,452,454,0,8,8,0.0909090909090909,0.818181818181818,0.818181818181818,199,TRUE,FALSE,0.0050251256281407,"5"
"116","011d99f300ea5d5f4ce48023bd04a795a4872287",1369792347,3,1,87,47,2,2,1,0.963535983577029,TRUE,35,24155803,97,FALSE,1,2387698.5,1,13,1,746,746,1,737,737,0,10,10,0.0833333333333333,0.916666666666667,0.916666666666667,134,TRUE,TRUE,0.0223880597014925,"5"
"139","0158304b1dccf56a98194948a8b8bb803c117a44",1363701979,0,0,62,0,1,1,1,0,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,62,FALSE,FALSE,0,"5"
"142","01627ff0bf522deb8c2a838724f88cd2506ca626",1363093329,0,0,2,0,1,1,1,0,TRUE,1,86049,4,FALSE,9,2125913,57,2,912,976,1744,809,929,1600,728,934,1524,0.176086956521739,0.225845410628019,0.368357487922705,2,FALSE,FALSE,0,"5"
"167","01a977b66958ec1d03964bbe3aaf218ff044232b",1366762267,0,0,26,3,2,2,1,0.957553483714748,TRUE,3,-6267718,12,FALSE,5,1558947,9,2,297,425,636,281,409,605,278,359,556,0.30760749724366,0.396912899669239,0.614112458654906,29,FALSE,FALSE,0,"5"
"171","01b0f6554be87a0664e74c63817c3034ee40a6ac",1367131882,0,0,28,248,7,6,1,0.61683180411168,TRUE,3,201955,7,FALSE,179,313599.142857143,953,2,912,1501,2232,879,1233,1937,876,1306,2006,0.198731021980512,0.29617040561976,0.454792658055744,276,FALSE,FALSE,0,"5"
"179","01c54d96ab7b0fda61b3b81c56022f14a39e1916",1362665517,0,0,135,1,5,3,2,0.672347109938625,TRUE,17,6683586,25,FALSE,0,0,0,2,5,387,390,5,350,353,2,258,258,0.004149377593361,0.358229598893499,0.358229598893499,136,FALSE,FALSE,0,"5"
"257","0285379aece40e6650480cffc8a757f21a5aa52d",1362610932,0,0,1,13,2,2,1,0.74959525725948,TRUE,1,-10477946,4,FALSE,19,108501,51,3,202,567,655,202,547,635,174,516,580,0.216584158415842,0.639851485148515,0.719059405940594,14,FALSE,FALSE,0,"5"
"287","02c7cd97fa4b8a81f0795be757bd99a29a037795",1362892399,0,0,65,2,2,2,1,0.644214213737831,TRUE,4,809151,13,FALSE,73,177445,184,5,53,1194,1209,53,1182,1197,52,1142,1157,0.0128640776699029,0.277427184466019,0.281067961165049,67,FALSE,FALSE,0,"5"
