"","commit_id","author_date","bugcount","fixcount","la","ld","nf","nd","ns","ent","revd","nrev","rtime","hcmt","self","ndev","age","nuc","app","aexp","rexp","oexp","arexp","rrexp","orexp","asexp","rsexp","osexp","asawr","rsawr","osawr","churn","buggy","fix","bugdens","strata"
"3","0003fa206c5abac81c85bcd662a9555e41c3bfbe",1373999392,0,0,28,4,2,1,1,0.974489403398052,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,32,FALSE,FALSE,0,"4"
"7","0008a6f4000674020db96ff4475094d049d094f6",1381763045,0,1,1,1,1,1,1,0,TRUE,3,81187,3,FALSE,2,544465,2,2,475,2638,2638,320,1906,1906,362,2007,2007,0.0213115716550226,0.117888804086186,0.117888804086186,2,FALSE,TRUE,0,"4"
"8","000b6330d4ca7165ff241b21ee728ed28d82fba1",1374140454,0,0,4,0,2,1,1,0.811278124459133,TRUE,2,75335,3,FALSE,16,1277759,52,1,20,1588,1608,18,1529,1547,20,983,1003,0.00139599813866915,0.0654124842119258,0.0667420062487536,4,FALSE,FALSE,0,"4"
"13","001b80305addc5e47a1c80f6629a757178d95c81",1373528887,0,1,2,1,1,1,1,0,TRUE,1,86076,3,FALSE,14,1890922,30,2,230,2124,2124,226,1658,1658,188,1620,1620,0.0126126126126126,0.108174841508175,0.108174841508175,3,FALSE,TRUE,0,"4"
"18","00237744117bd9ca5ce13cafa21203fe4decd8d9",1377760252,0,1,3,1,1,1,1,0,TRUE,1,91984,3,FALSE,10,11778230,11,4,75,1103,1103,74,863,863,52,863,863,0.00337708678475851,0.0550528864534217,0.0550528864534217,4,FALSE,TRUE,0,"4"
"21","002e6105f61269f1474de878ccdb26205e5b226e",1378902961,0,0,140,96,28,8,2,0.862605129710108,TRUE,3,609427,2,FALSE,58,2460,504,2,3118,3566,3566,2542,2924,2924,2500,2816,2816,0.133800556387759,0.150706184463942,0.150706184463942,236,FALSE,FALSE,0,"4"
"30","003d0ecc25c3c862fa08c0d80ee602c91ff55aa5",1374750251,0,0,90,23,7,2,2,0.621904582609413,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,113,FALSE,FALSE,0,"4"
"32","00422cd2b723a9704ea3b705dd4fda5fa70723a6",1381413199,0,0,5,2,1,1,1,0,TRUE,6,87726,12,FALSE,1,376263,1,3,303,472,472,241,372,372,263,414,414,0.0155890168290523,0.0245054620608208,0.0245054620608208,7,FALSE,FALSE,0,"4"
"43","0060b2994c07842f4c59de64b5e3e430525c4b90",1379605427,0,0,1,1,1,1,1,0,TRUE,2,11143,0,TRUE,2,16254434,2,1,191,191,191,190,190,190,167,167,167,0.658823529411765,0.658823529411765,0.658823529411765,2,FALSE,FALSE,0,"4"
"82","00a8f0b6439b5fd6011d8bb415852135d98ecc57",1380524565,0,0,1,1,1,1,1,0,TRUE,1,15572,1,FALSE,9,2330295,12,2,251,664,664,210,595,595,196,532,532,0.0118247298919568,0.0319927971188475,0.0319927971188475,2,FALSE,FALSE,0,"4"
"87","00b13e63888dad5fe9d5e07426ea34aa60e8f709",1384359861,0,1,8,3,1,1,1,0,TRUE,1,139582,3,FALSE,12,711410,22,1,64,384,440,62,259,314,57,351,400,0.00326723749436683,0.0198287516899504,0.022589004055881,11,FALSE,TRUE,0,"4"
"89","00b5dec9e65b3c6fce5559f7181592ff9753ba38",1383311750,0,0,6,1,1,1,1,0,TRUE,1,254217,2,FALSE,16,1216231,54,3,102,809,809,99,627,627,77,609,609,0.00447222062955106,0.034975058769566,0.034975058769566,7,FALSE,FALSE,0,"4"
"96","00bf148b07cb7771136ed472766400336ab4d2bf",1382952473,0,1,1,1,1,1,1,0,TRUE,2,112916,2,FALSE,1,3458193,1,2,491,2686,2686,328,1910,1910,373,2047,2047,0.021599768986428,0.118278948888247,0.118278948888247,2,FALSE,TRUE,0,"4"
"115","00e50fb97c3d9b91193fef50d63b430e4648ac52",1379514168,0,0,118,2,5,2,1,0.705723669987317,TRUE,13,1494261,30,FALSE,17,3257202.8,35,2,1,90,91,1,69,70,1,77,78,0.000122586576769844,0.0047808764940239,0.00484216978240883,120,FALSE,FALSE,0,"4"
"120","00f114ac16afc92bd275969b039096b193be0143",1378975327,0,0,4,1,1,1,1,0,TRUE,1,8633,1,FALSE,1,784153,1,2,604,667,667,402,460,460,477,500,500,0.0296746958033275,0.0311025577352868,0.0311025577352868,5,FALSE,FALSE,0,"4"
"130","00ff569b2e2298a755ce351f70c101f5cfbc4b3b",1374860261,0,0,4,2,1,1,1,0,TRUE,2,508370,1,FALSE,6,6185,13,2,1353,1476,1476,1016,1120,1120,644,726,726,0.0425939377930397,0.0480089810473486,0.0480089810473486,6,FALSE,FALSE,0,"4"
"139","010afca85635044bedf0fc9cea1f6535394768c1",1382441111,0,0,2,0,1,1,1,0,TRUE,1,3210,1,FALSE,1,7643,2,2,808,1412,1412,593,982,982,698,1174,1174,0.0406537164127021,0.0683377922531116,0.0683377922531116,2,FALSE,FALSE,0,"4"
"150","0127962e4772d6c758b954b2fe1d4b676d366b4c",1385989080,0,1,11,14,1,1,1,0,TRUE,3,14784614,3,FALSE,10,416343,58,1,378,232,488,337,197,427,57,10,57,0.107407407407407,0.0203703703703704,0.107407407407407,25,FALSE,TRUE,0,"4"
"163","013ad43a5902e0096d4a39f04c108ffecf54f243",1372754947,0,0,5,1,2,2,2,1,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,6,FALSE,FALSE,0,"4"
"177","0150202cc710e580695656fee049bf25091c0ded",1380019896,3,0,101,31,6,3,2,0.846886244407383,TRUE,4,200153,2,FALSE,8,414026.5,22,2,855,929,929,612,683,683,818,887,887,0.0428436911487759,0.0464532328939109,0.0464532328939109,132,TRUE,FALSE,0.0227272727272727,"4"
"188","0162b757346ab6b0644aad62f946b3b883994e46",1374519943,0,0,39,2,3,2,2,0.645142435877895,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,41,FALSE,FALSE,0,"4"
"198","017405f210bd46d15cdfce2dace674cab6260402",1383510316,0,0,1,1,1,1,1,0,TRUE,1,2088,0,TRUE,2,1998,15,1,89,89,89,89,89,89,36,36,36,0.00598608639378741,0.00598608639378741,0.00598608639378741,2,FALSE,FALSE,0,"4"
"201","0181dc283f6a783783b7e622b4e2dc241edd8a54",1372943635,0,0,7,0,1,1,1,0,TRUE,3,1763467,4,FALSE,10,636531,18,2,28,250,250,24,246,246,19,208,208,0.0013410218586563,0.0140136784229583,0.0140136784229583,7,FALSE,FALSE,0,"4"
"210","019066a7153c6eb99caf58bac61fe5a5b7f76c67",1374655316,0,1,51,44,1,1,1,0,TRUE,4,109746,5,FALSE,14,17527570,25,2,2002,2410,2410,1505,1820,1820,534,651,651,0.0949928977272727,0.115767045454545,0.115767045454545,95,FALSE,TRUE,0,"4"
"214","019588f30792132d9eca5dab11278547b287804e",1382638237,0,0,22,1,3,2,2,0.835962544996399,TRUE,7,6961795,31,FALSE,15,9272566.66666667,58,4,816,3683,4316,599,2672,3094,799,3390,4011,0.0400560785099139,0.169787702783897,0.200881233727218,23,FALSE,FALSE,0,"4"
"216","0199b72b8ae6bb2a46118c1f92808f1dca3b9feb",1386853863,1,0,6,0,1,1,1,0,TRUE,1,46168,1,FALSE,2,280,11,1,2459,893,3096,1735,647,2182,1880,387,2078,0.102417510617445,0.0211259936839813,0.113198301208755,6,TRUE,FALSE,0.166666666666667,"4"
"233","01c59ac857927043e49d4725062faea715ed49a3",1386559403,0,1,22,30,5,1,1,0.674581354311063,TRUE,1,3303434,5,FALSE,20,5887147.6,54,3,2566,4910,6611,1690,3629,4766,2237,3949,5392,0.122241642997597,0.215752676425606,0.294570679484378,52,FALSE,TRUE,0,"4"
"241","01d2267e53203c99014cdc8e8e899aaea46394e6",1385044322,0,0,4,3,3,1,1,0.982141032834875,TRUE,4,70605,2,FALSE,2,17,17,1,879,775,1494,644,546,1032,756,630,1242,0.042250376737177,0.0352179494334989,0.0693754534799353,7,FALSE,FALSE,0,"4"
