"","commit_id","author_date","bugcount","fixcount","la","ld","nf","nd","ns","ent","revd","nrev","rtime","hcmt","self","ndev","age","nuc","app","aexp","rexp","oexp","arexp","rrexp","orexp","asexp","rsexp","osexp","asawr","rsawr","osawr","churn","buggy","fix","bugdens","strata"
"6","0008428f9088d1d6623dec5706d49cbf65692e28",1320409350,0,0,53,39,6,4,2,0.731369272596112,TRUE,2,31671,7,FALSE,19,466581.166666667,48,1,31,250,269,31,250,269,31,246,265,0.011343495214463,0.0875576036866359,0.0942928039702233,92,FALSE,FALSE,0,"1"
"20","002cb5d2c884793da85b8389a8283f3036438119",1323352176,0,0,1,0,1,1,1,0,TRUE,1,81697,2,FALSE,4,277102,12,3,60,211,211,60,211,211,31,81,81,0.0217687074829932,0.0557823129251701,0.0557823129251701,1,FALSE,FALSE,0,"1"
"22","003060e2928209b8028fa176b6c8b19777f1617b",1316432540,0,0,8,2,1,1,1,0,TRUE,1,16728,5,FALSE,1,5183512,2,1,159,14,172,159,14,172,137,1,137,0.0949105914718019,0.00137551581843191,0.0949105914718019,10,FALSE,FALSE,0,"1"
"24","0034b177e258bbbb6728bafc219b78359f7271f2",1322713772,0,0,7,2,2,1,1,0.76420450650862,TRUE,1,4841,2,FALSE,2,4311371,2,1,28,20,46,28,20,46,25,17,40,0.00923295454545455,0.00639204545454545,0.0145596590909091,9,FALSE,FALSE,0,"1"
"50","006c5a7d733437be021037fca6142b005dda4c4c",1320152641,0,0,2,2,2,2,1,1,TRUE,1,112805,3,FALSE,0,0,0,4,31,380,380,31,380,380,29,259,259,0.0299102691924227,0.259222333000997,0.259222333000997,4,FALSE,FALSE,0,"1"
"68","00909a4262671c685dc4f5f004746d39fdcf29ad",1322258604,0,0,1,1,1,1,1,0,TRUE,1,208228,1,FALSE,3,1353814,4,2,147,201,201,146,200,200,58,81,81,0.0446969696969697,0.0621212121212121,0.0621212121212121,2,FALSE,FALSE,0,"1"
"69","0091439d07ad3fca5a7f3d90f2b6fe1b539198b0",1323162113,0,0,7,0,2,1,1,0.591672778582327,TRUE,1,503194,5,FALSE,4,1697073,27,4,158,284,284,158,284,284,150,247,247,0.0519257221458047,0.0852819807427785,0.0852819807427785,7,FALSE,FALSE,0,"1"
"70","009480275e0bfc471a7c315ac5f74e941c1e85ff",1316705284,0,0,10,10,1,1,1,0,TRUE,1,127758,3,FALSE,2,170245,2,2,190,203,363,190,203,363,175,166,314,0.115032679738562,0.109150326797386,0.205882352941176,20,FALSE,FALSE,0,"1"
"72","0097d2daba0d4482090705dee6465faa0967b7d1",1321587933,0,0,4,3,1,1,1,0,TRUE,1,314063,3,FALSE,3,930366,11,1,296,131,426,295,131,425,231,47,278,0.190789473684211,0.0394736842105263,0.229440789473684,7,FALSE,FALSE,0,"1"
"118","00ee5a5d34f105701f5caf75368326c8009fc020",1317883967,0,0,2,0,1,1,1,0,TRUE,1,11401,1,FALSE,4,89375,23,2,156,182,182,156,182,182,146,170,170,0.0831918505942275,0.0967741935483871,0.0967741935483871,2,FALSE,FALSE,0,"1"
"131","0100242d3130f87c85986708f365e0df30b09d3f",1319553334,0,0,6,3,1,1,1,0,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,9,FALSE,FALSE,0,"1"
