"","commit_id","author_date","bugcount","fixcount","la","ld","nf","nd","ns","ent","revd","nrev","rtime","hcmt","self","ndev","age","nuc","app","aexp","rexp","oexp","arexp","rrexp","orexp","asexp","rsexp","osexp","asawr","rsawr","osawr","churn","buggy","fix","bugdens","strata"
"6","00057454f6609871c2cabf874876d26a6d0d0641",1358516662,0,0,2,2,2,2,1,1,TRUE,1,6495227,4,FALSE,6,170682,7,2,12,354,366,10,354,364,0,259,259,0.00347222222222222,0.902777777777778,0.902777777777778,4,FALSE,FALSE,0,"4"
"9","0007d255d9b20da4e5bbcdbaf5813104fbc092da",1358353428,0,0,9,6,1,1,1,0,TRUE,1,1616714,10,FALSE,4,7448,5,6,310,1343,1547,304,1251,1451,6,276,277,0.0247349823321555,0.978798586572438,0.982332155477032,15,FALSE,FALSE,0,"4"
"34","005ef0796270cb6238dc9863b468b0f1d7026e7c",1358916201,0,0,39,5,3,2,1,0.763995628403726,TRUE,10,2008805,21,FALSE,17,991240.333333333,32,3,5,1400,1404,5,1289,1293,5,1210,1214,0.00164518782561009,0.332053742802303,0.333150534686043,44,FALSE,FALSE,0,"4"
"46","0070b452f1c00817dd4a47deb57bfbe6b79c4152",1361547297,0,0,1793,106,26,12,1,0.682409649613051,TRUE,16,-11139800,48,FALSE,41,202273.846153846,218,3,198,600,635,198,600,635,184,541,568,0.246995994659546,0.723631508678238,0.759679572763685,1899,FALSE,FALSE,0,"4"
"72","00aced0ec5ad9520614ba1846d061f9605ace758",1360611514,0,0,38,3,3,3,1,0.871599096005491,TRUE,10,255353,9,FALSE,72,3059808.66666667,183,4,136,984,1056,136,965,1037,134,904,975,0.0352941176470588,0.236601307189542,0.25516339869281,41,FALSE,FALSE,0,"4"
"89","00f66513690153125713fa4c48907387d8321b4a",1360076041,0,0,26,3,3,3,1,0.710182862816415,TRUE,2,139953,2,FALSE,76,18826,239,2,265,1512,1692,244,1343,1507,228,1308,1458,0.0608395324123273,0.347768331562168,0.387619553666312,29,FALSE,FALSE,0,"4"
"131","014499acf5d6d6a557c9415aa49c536817a02a0a",1361478518,0,0,9,0,2,2,1,0.991076059838222,TRUE,2,111554,5,FALSE,3,1866716,4,2,485,1108,1526,434,1098,1465,345,1051,1335,0.0874178878221324,0.265790803436079,0.337544214249621,9,FALSE,FALSE,0,"4"
"138","0156ec175cc047826b211727d43d5d14a3e1f2d2",1361800254,0,0,32,13,10,9,1,0.752589131847907,TRUE,1,-11005867,5,FALSE,39,242937.1,248,3,65,594,611,65,580,597,64,543,560,0.0858652575957728,0.718626155878468,0.74108322324967,45,FALSE,FALSE,0,"4"
"141","015f2a2f2ec2d0d2d92273c0958aa918d38c5086",1360569616,0,0,36,30,3,3,1,0.549555077414464,TRUE,1,78339,2,FALSE,4,41132,11,2,100,412,419,100,410,417,92,310,316,0.273529411764706,0.914705882352941,0.932352941176471,66,FALSE,FALSE,0,"4"
"163","01a25e9890b957aef307b1bda22603f72cac12bf",1360240682,0,0,208,0,5,5,1,0.613643243407397,TRUE,13,5015909,19,FALSE,43,28012.8,157,2,8,1529,1532,8,1377,1380,8,1323,1326,0.00237592397043295,0.349524815205913,0.350316789862724,208,FALSE,FALSE,0,"4"
