"","commit_id","author_date","bugcount","fixcount","la","ld","nf","nd","ns","ent","revd","nrev","rtime","hcmt","self","ndev","age","nuc","app","aexp","rexp","oexp","arexp","rrexp","orexp","asexp","rsexp","osexp","asawr","rsawr","osawr","churn","buggy","fix","bugdens","strata"
"6","00057454f6609871c2cabf874876d26a6d0d0641",1358516662,0,0,2,2,2,2,1,1,TRUE,1,6495227,4,FALSE,6,170682,7,2,12,354,366,10,354,364,0,259,259,0.00347222222222222,0.902777777777778,0.902777777777778,4,FALSE,FALSE,0,"2"
"9","0007d255d9b20da4e5bbcdbaf5813104fbc092da",1358353428,0,0,9,6,1,1,1,0,TRUE,1,1616714,10,FALSE,4,7448,5,6,310,1343,1547,304,1251,1451,6,276,277,0.0247349823321555,0.978798586572438,0.982332155477032,15,FALSE,FALSE,0,"2"
"14","001961ed495a33cc944407888a2797f8a600e091",1367268702,0,0,6,0,1,1,1,0,TRUE,6,250793,15,FALSE,31,4262413,69,6,1062,2259,2903,1026,1932,2559,958,1922,2506,0.217115689381933,0.435363368802355,0.567579805297713,6,FALSE,FALSE,0,"2"
"33","005b9950ac84bf3ae06c24ee018f192064060428",1367521170,0,0,3,2,1,1,1,0,TRUE,3,1594747,7,FALSE,4,6045967,10,3,16,874,886,16,684,696,15,836,847,0.0036060401171963,0.188640973630832,0.191120126211404,5,FALSE,FALSE,0,"2"
"34","005ef0796270cb6238dc9863b468b0f1d7026e7c",1358916201,0,0,39,5,3,2,1,0.763995628403726,TRUE,10,2008805,21,FALSE,17,991240.333333333,32,3,5,1400,1404,5,1289,1293,5,1210,1214,0.00164518782561009,0.332053742802303,0.333150534686043,44,FALSE,FALSE,0,"2"
"44","006d673d24778abe6c47e3ee7e1a19e163912440",1367348740,0,0,15,12,1,1,1,0,TRUE,2,253419,5,FALSE,4,4646786,5,4,572,607,607,569,603,603,453,477,477,0.919028340080972,0.967611336032389,0.967611336032389,27,FALSE,FALSE,0,"2"
"46","0070b452f1c00817dd4a47deb57bfbe6b79c4152",1361547297,0,0,1793,106,26,12,1,0.682409649613051,TRUE,16,-11139800,48,FALSE,41,202273.846153846,218,3,198,600,635,198,600,635,184,541,568,0.246995994659546,0.723631508678238,0.759679572763685,1899,FALSE,FALSE,0,"2"
"59","0096ce10390af7a6a2fa3501c55cfbe447eb9ba8",1363684417,0,0,44,4,2,2,1,0.599314237309809,TRUE,3,-9297515,10,FALSE,3,496045,5,3,331,609,613,330,574,578,303,522,526,0.358068315665489,0.616018845700825,0.620730270906949,48,FALSE,FALSE,0,"2"
"62","0098f12e8b1f035c7ecdb952cfcd4bbae86b6246",1367845613,0,0,1,0,1,1,1,0,TRUE,1,649652,4,FALSE,78,53300,239,5,1738,2204,3314,1443,1980,2876,1629,1836,2858,0.365881032547699,0.412345679012346,0.641750841750842,1,FALSE,FALSE,0,"2"
"67","00ab3d4f36a1e994698f7ab1ecada1cefa72e8db",1366428888,0,0,50,6,4,4,2,0.753695904359537,TRUE,2,829297,6,FALSE,38,1896954.75,95,2,248,225,390,204,222,345,242,217,380,0.552272727272727,0.495454545454545,0.865909090909091,56,FALSE,FALSE,0,"2"
"72","00aced0ec5ad9520614ba1846d061f9605ace758",1360611514,0,0,38,3,3,3,1,0.871599096005491,TRUE,10,255353,9,FALSE,72,3059808.66666667,183,4,136,984,1056,136,965,1037,134,904,975,0.0352941176470588,0.236601307189542,0.25516339869281,41,FALSE,FALSE,0,"2"
"80","00cc32ccf6847ef649fbb9c1905f823c91903f44",1367947330,0,0,1,1,1,1,1,0,TRUE,3,92514,5,FALSE,10,333088,19,2,204,119,304,156,119,256,92,90,164,0.117128463476071,0.114609571788413,0.207808564231738,2,FALSE,FALSE,0,"2"
"89","00f66513690153125713fa4c48907387d8321b4a",1360076041,0,0,26,3,3,3,1,0.710182862816415,TRUE,2,139953,2,FALSE,76,18826,239,2,265,1512,1692,244,1343,1507,228,1308,1458,0.0608395324123273,0.347768331562168,0.387619553666312,29,FALSE,FALSE,0,"2"
