"","commit_id","author_date","bugcount","fixcount","la","ld","nf","nd","ns","ent","revd","nrev","rtime","hcmt","self","ndev","age","nuc","app","aexp","rexp","oexp","arexp","rrexp","orexp","asexp","rsexp","osexp","asawr","rsawr","osawr","churn","buggy","fix","bugdens","strata"
"7","0008a6f4000674020db96ff4475094d049d094f6",1381763045,0,1,1,1,1,1,1,0,TRUE,3,81187,3,FALSE,2,544465,2,2,475,2638,2638,320,1906,1906,362,2007,2007,0.0213115716550226,0.117888804086186,0.117888804086186,2,FALSE,TRUE,0,"9"
"32","00422cd2b723a9704ea3b705dd4fda5fa70723a6",1381413199,0,0,5,2,1,1,1,0,TRUE,6,87726,12,FALSE,1,376263,1,3,303,472,472,241,372,372,263,414,414,0.0155890168290523,0.0245054620608208,0.0245054620608208,7,FALSE,FALSE,0,"9"
"43","0060b2994c07842f4c59de64b5e3e430525c4b90",1379605427,0,0,1,1,1,1,1,0,TRUE,2,11143,0,TRUE,2,16254434,2,1,191,191,191,190,190,190,167,167,167,0.658823529411765,0.658823529411765,0.658823529411765,2,FALSE,FALSE,0,"9"
"82","00a8f0b6439b5fd6011d8bb415852135d98ecc57",1380524565,0,0,1,1,1,1,1,0,TRUE,1,15572,1,FALSE,9,2330295,12,2,251,664,664,210,595,595,196,532,532,0.0118247298919568,0.0319927971188475,0.0319927971188475,2,FALSE,FALSE,0,"9"
"87","00b13e63888dad5fe9d5e07426ea34aa60e8f709",1384359861,0,1,8,3,1,1,1,0,TRUE,1,139582,3,FALSE,12,711410,22,1,64,384,440,62,259,314,57,351,400,0.00326723749436683,0.0198287516899504,0.022589004055881,11,FALSE,TRUE,0,"9"
"89","00b5dec9e65b3c6fce5559f7181592ff9753ba38",1383311750,0,0,6,1,1,1,1,0,TRUE,1,254217,2,FALSE,16,1216231,54,3,102,809,809,99,627,627,77,609,609,0.00447222062955106,0.034975058769566,0.034975058769566,7,FALSE,FALSE,0,"9"
"96","00bf148b07cb7771136ed472766400336ab4d2bf",1382952473,0,1,1,1,1,1,1,0,TRUE,2,112916,2,FALSE,1,3458193,1,2,491,2686,2686,328,1910,1910,373,2047,2047,0.021599768986428,0.118278948888247,0.118278948888247,2,FALSE,TRUE,0,"9"
"115","00e50fb97c3d9b91193fef50d63b430e4648ac52",1379514168,0,0,118,2,5,2,1,0.705723669987317,TRUE,13,1494261,30,FALSE,17,3257202.8,35,2,1,90,91,1,69,70,1,77,78,0.000122586576769844,0.0047808764940239,0.00484216978240883,120,FALSE,FALSE,0,"9"
"139","010afca85635044bedf0fc9cea1f6535394768c1",1382441111,0,0,2,0,1,1,1,0,TRUE,1,3210,1,FALSE,1,7643,2,2,808,1412,1412,593,982,982,698,1174,1174,0.0406537164127021,0.0683377922531116,0.0683377922531116,2,FALSE,FALSE,0,"9"
"150","0127962e4772d6c758b954b2fe1d4b676d366b4c",1385989080,0,1,11,14,1,1,1,0,TRUE,3,14784614,3,FALSE,10,416343,58,1,378,232,488,337,197,427,57,10,57,0.107407407407407,0.0203703703703704,0.107407407407407,25,FALSE,TRUE,0,"9"
"177","0150202cc710e580695656fee049bf25091c0ded",1380019896,3,0,101,31,6,3,2,0.846886244407383,TRUE,4,200153,2,FALSE,8,414026.5,22,2,855,929,929,612,683,683,818,887,887,0.0428436911487759,0.0464532328939109,0.0464532328939109,132,TRUE,FALSE,0.0227272727272727,"9"
"198","017405f210bd46d15cdfce2dace674cab6260402",1383510316,0,0,1,1,1,1,1,0,TRUE,1,2088,0,TRUE,2,1998,15,1,89,89,89,89,89,89,36,36,36,0.00598608639378741,0.00598608639378741,0.00598608639378741,2,FALSE,FALSE,0,"9"
"214","019588f30792132d9eca5dab11278547b287804e",1382638237,0,0,22,1,3,2,2,0.835962544996399,TRUE,7,6961795,31,FALSE,15,9272566.66666667,58,4,816,3683,4316,599,2672,3094,799,3390,4011,0.0400560785099139,0.169787702783897,0.200881233727218,23,FALSE,FALSE,0,"9"
"216","0199b72b8ae6bb2a46118c1f92808f1dca3b9feb",1386853863,1,0,6,0,1,1,1,0,TRUE,1,46168,1,FALSE,2,280,11,1,2459,893,3096,1735,647,2182,1880,387,2078,0.102417510617445,0.0211259936839813,0.113198301208755,6,TRUE,FALSE,0.166666666666667,"9"
"233","01c59ac857927043e49d4725062faea715ed49a3",1386559403,0,1,22,30,5,1,1,0.674581354311063,TRUE,1,3303434,5,FALSE,20,5887147.6,54,3,2566,4910,6611,1690,3629,4766,2237,3949,5392,0.122241642997597,0.215752676425606,0.294570679484378,52,FALSE,TRUE,0,"9"
"241","01d2267e53203c99014cdc8e8e899aaea46394e6",1385044322,0,0,4,3,3,1,1,0.982141032834875,TRUE,4,70605,2,FALSE,2,17,17,1,879,775,1494,644,546,1032,756,630,1242,0.042250376737177,0.0352179494334989,0.0693754534799353,7,FALSE,FALSE,0,"9"
"257","01f22d3ddd752148624f4ffd47c3f62b0f0c0d82",1380533743,0,0,6,6,5,1,1,0.969723899868247,TRUE,1,92139,1,FALSE,24,440250.2,110,2,163,3466,3466,160,2850,2850,154,2663,2663,0.0093009300930093,0.15985598559856,0.15985598559856,12,FALSE,FALSE,0,"9"
"261","01f8ff383410fd7c3ab54dac77e55db37c58e10f",1385654777,0,0,6,2,1,1,1,0,TRUE,3,2340222,7,FALSE,1,1996689,1,3,19,389,396,18,333,339,18,330,337,0.00105094308313513,0.0183085347640909,0.0186957243210355,8,FALSE,FALSE,0,"9"
"267","0206c1e4e7f9d38d7815ff0fd5a225398a65c6cc",1380893580,0,0,12,13,3,1,1,0.758561914578656,TRUE,1,39798,1,FALSE,7,17589045,8,2,508,1272,1272,320,829,829,442,1117,1117,0.026378468500655,0.0665713945456711,0.0665713945456711,25,FALSE,FALSE,0,"9"
