"","commit_id","author_date","bugcount","fixcount","la","ld","nf","nd","ns","ent","revd","nrev","rtime","hcmt","self","ndev","age","nuc","app","aexp","rexp","oexp","arexp","rrexp","orexp","asexp","rsexp","osexp","asawr","rsawr","osawr","churn","buggy","fix","bugdens","strata"
"2","0001dcd3a2d67fe8832562746a293754a9a8d7a0",1339594674,0,0,53,42,8,4,1,0.846452008192131,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,95,FALSE,FALSE,0,"1"
"11","0014ec0a65ec2ce6ef29938e552dae7aca90024d",1338165639,0,0,20,0,5,2,1,0.934977529767123,TRUE,1,143571,2,FALSE,5,8206525,9,1,20,510,522,20,504,516,19,257,269,0.00259470679813181,0.0334717176959004,0.0350285417747795,20,FALSE,FALSE,0,"1"
"33","0042b5f0f2bef3d2affb3e7b44613d13830ee94a",1332156071,0,0,6,0,2,1,1,0.650022421648354,TRUE,1,116695,2,FALSE,8,1543960,10,3,242,254,254,241,253,253,212,223,223,0.0374802041175436,0.0394158015132852,0.0394158015132852,6,FALSE,FALSE,0,"1"
"38","0054505510b6f2bd20eb7648dbbcaa0e0a975d79",1331246060,0,0,296,0,1,1,1,0,TRUE,3,903737,6,FALSE,0,0,0,3,222,1063,1063,221,1062,1062,193,871,871,0.0359792284866469,0.161721068249258,0.161721068249258,296,FALSE,FALSE,0,"1"
"44","0060b44d7045434583f14b5787211bafd045dd54",1332779001,0,0,320,312,8,3,1,0.414579084323764,TRUE,5,2404000,26,FALSE,29,359929.5,85,3,15,1797,1800,15,1796,1799,13,1220,1223,0.00236366706061118,0.206145534357589,0.206652034442006,632,FALSE,FALSE,0,"1"
"48","006a49b19ac100df587f23eb76dc4ba8855047a0",1331772075,0,0,24,0,8,4,1,0.951796180735844,TRUE,2,9695770,3,FALSE,24,40819.875,78,2,8,230,230,8,228,228,7,208,208,0.00143833153541891,0.0375764113628191,0.0375764113628191,24,FALSE,FALSE,0,"1"
"51","006edbd0d948e96713c2f983d2cedfa0c1798f61",1338373470,0,0,1,1,1,1,1,0,TRUE,1,499097,5,FALSE,9,1188585,20,3,1063,1956,2858,1063,1951,2853,944,1187,1989,0.121340523882897,0.152542372881356,0.255521314843349,2,FALSE,FALSE,0,"1"
"56","0074cc5d34a8ee314e864ba488dab1f0d0f94995",1334789820,0,0,1,24,2,2,2,0.242292189082415,TRUE,7,297075,21,FALSE,49,57568,176,3,141,224,224,141,224,224,135,206,206,0.0199853049228508,0.0304188096987509,0.0304188096987509,25,FALSE,FALSE,0,"1"
"63","00821ec710ec8d9549b9f7e68837a7393a954754",1330530804,0,0,74,0,2,2,2,0.53400427292854,TRUE,1,506827,5,FALSE,7,773443,29,4,135,959,959,135,959,959,131,927,927,0.0209957054238906,0.147606171464928,0.147606171464928,74,FALSE,FALSE,0,"1"
"74","009cd671ec5a51ab360bce39262482ee1b86dc46",1326907423,0,0,3,3,2,2,2,0.91829583405449,TRUE,1,1765772,5,FALSE,7,13290,34,3,0,1053,1053,0,1051,1051,0,1012,1012,0.000210172341319882,0.212904581757041,0.212904581757041,6,FALSE,FALSE,0,"1"
"91","00b961c37f82977615ab9c4d03e185229cc55154",1335532707,0,0,132,134,20,4,2,0.66298302450912,TRUE,2,89311,2,FALSE,17,1803901.06896552,87,2,265,987,987,265,987,987,144,796,796,0.0211277866822089,0.116129972315314,0.116129972315314,266,FALSE,FALSE,0,"1"
"94","00bb45fe9b3e9c68d9a2f2d5a469de4c2e1c6040",1333451055,0,0,270,1,2,2,1,0.15329427896005,TRUE,3,13517,5,FALSE,1,478016.5,3,1,23,21,39,23,21,39,20,18,34,0.00339476236663434,0.00307145166505011,0.00565793727772389,271,FALSE,FALSE,0,"1"
"95","00bf077b98bb53304bd9e487e9ad3d0734fb65af",1334271683,0,0,1,2,1,1,1,0,TRUE,6,428995,5,FALSE,5,9315,8,3,98,152,152,97,151,151,90,137,137,0.0141436120609263,0.0214485545539322,0.0214485545539322,3,FALSE,FALSE,0,"1"
"99","00c8984b4e48b2a7eadfee6c3cd0cbb19f586118",1325853820,0,0,16,15,5,4,2,0.781099580795614,TRUE,2,1623954,12,FALSE,16,117601,42,4,167,513,513,166,512,512,157,494,494,0.0364643434110316,0.114239556888991,0.114239556888991,31,FALSE,FALSE,0,"1"
"104","00d1e2f65edfb12186a3805a6c0124bb032f5b43",1328583131,0,0,32,28,2,1,1,0.783776947484701,TRUE,2,6941,2,FALSE,4,1204190,8,2,70,137,137,70,137,137,64,113,113,0.0149425287356322,0.0262068965517241,0.0262068965517241,60,FALSE,FALSE,0,"1"
"105","00d4b151123b5df415db9cd49d4683ac485cf1e7",1326194193,0,0,13,24,1,1,1,0,TRUE,1,35064,1,FALSE,2,457974,2,2,301,608,608,300,606,606,70,124,124,0.03964265773311,0.0697934115019542,0.0697934115019542,37,FALSE,FALSE,0,"1"
"121","00f3299e8b499e323c3e3d9552d518a872a0695a",1333109815,0,0,51,1,2,2,2,0.391243563629256,TRUE,3,697233,13,FALSE,4,217983.5,15,2,26,413,431,26,412,430,23,409,424,0.00322450624748085,0.0550853150611313,0.0571006314658068,52,FALSE,FALSE,0,"1"
"126","00f9ac93c248b019e72757da9c5d8121a5fd1bf5",1336724668,0,0,128,0,3,1,1,0.916126828229162,TRUE,10,3299716,34,FALSE,5,452631.666666667,7,1,7,483,490,7,478,485,0,148,148,0.00609756097560976,0.908536585365854,0.908536585365854,128,FALSE,FALSE,0,"1"
"128","00faa09aadfc6c6db9da639ba6b7866c72447e39",1339588060,0,0,6,0,2,1,1,0,TRUE,4,19808538,6,FALSE,2,12202216,4,4,1,1793,1793,1,1789,1789,1,1596,1596,0.000246184145741014,0.1965780403742,0.1965780403742,6,FALSE,FALSE,0,"1"
"134","0103f7bd2d2797dafef27e62ca3c63f25c4b9dfe",1336394797,0,0,44,35,6,1,6,0.794849583236476,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,79,FALSE,FALSE,0,"1"
"140","010c7a9fb3a9d326e7595b5c95a80d99b4fe7e7e",1329405743,0,0,1,1,1,1,1,0,TRUE,1,41050,3,FALSE,1,1332355,1,1,6,135,138,6,135,138,6,124,127,0.0015015015015015,0.0268125268125268,0.0274560274560275,2,FALSE,FALSE,0,"1"
"142","011530ad3bdcb237323ade152bfa4a3a7c6996c8",1326683967,0,0,14,5,2,1,1,0.29747224891929,TRUE,1,4618,1,FALSE,1,593584,1,2,28,81,81,28,81,81,25,56,56,0.00704416147385532,0.0154429693849905,0.0154429693849905,19,FALSE,FALSE,0,"1"
"144","011b88a7b37680288944bde2c4769fd203ee8218",1324228362,0,0,6,6,1,1,1,0,TRUE,1,10015332,5,FALSE,1,7674606,1,1,0,43,43,0,43,43,0,39,39,0.000318572793883402,0.0127429117553361,0.0127429117553361,12,FALSE,FALSE,0,"1"
"154","012f799254eedc610e2e33842e62d2a184b14fcc",1330459058,0,0,126,49,7,5,3,0.782450505861543,TRUE,3,123425,3,FALSE,32,64180.4285714286,103,2,295,310,310,291,306,306,266,281,281,0.0501408450704225,0.0529577464788732,0.0529577464788732,175,FALSE,FALSE,0,"1"
"157","013146e1e0c7d20621e85e3e79d79a2309411640",1339483165,0,0,2,0,1,1,1,0,TRUE,1,777567,3,FALSE,4,9742540,6,2,621,1924,1924,621,1921,1921,236,944,944,0.0657055724979207,0.261990573884114,0.261990573884114,2,FALSE,FALSE,0,"1"
"159","0135c22d14b1d5d6a71910f0b4de68488c756d56",1338134195,0,0,5,5,2,1,1,0.970950594454669,TRUE,1,1415,1,FALSE,3,9342.5,27,2,68,86,86,68,86,86,49,65,65,0.00649941505264526,0.00857922786949175,0.00857922786949175,10,FALSE,FALSE,0,"1"
"161","0137f092af12110c427f05358f7b207ea95ea341",1339490862,5,0,96,63,8,4,1,0.687659530102249,TRUE,8,504957,7,FALSE,35,683614.375,109,3,830,2822,2822,828,2814,2814,661,1919,1919,0.0817586760528591,0.237124861059652,0.237124861059652,159,TRUE,FALSE,0.0314465408805031,"1"
"164","013def8ddcd3a2c2a8c253baf1071607bd3d3a55",1327622475,0,0,71,68,6,3,2,0.67939800531223,TRUE,6,459753,8,TRUE,5,171919.666666667,17,1,62,62,62,62,62,62,53,53,53,0.0132743362831858,0.0132743362831858,0.0132743362831858,139,FALSE,FALSE,0,"1"
"169","0147ee75ddcf489c0b35b6414f367a18f05c76ac",1331737887,0,0,1,1,1,1,1,0,TRUE,1,37844,4,FALSE,2,4352043,9,4,250,1978,1978,250,1977,1977,204,1192,1192,0.0369036903690369,0.214761476147615,0.214761476147615,2,FALSE,FALSE,0,"1"
"171","014ad6bf1b2fc0445933a11ab44275f0d99b8d32",1336378969,0,0,7,0,1,1,1,0,TRUE,1,207971,0,TRUE,9,346995,19,1,708,708,708,707,707,707,553,553,553,0.0784258210645527,0.0784258210645527,0.0784258210645527,7,FALSE,FALSE,0,"1"
"185","015bc43da010456460dd594d35118ce35d006469",1331198338,0,0,40,39,8,4,2,0.943923576845803,TRUE,4,1398401,3,FALSE,12,56581,72,2,146,235,235,146,233,233,145,231,231,0.0220844047799123,0.0350930267735592,0.0350930267735592,79,FALSE,FALSE,0,"1"
"186","0160f58d4ba5efd3beacaca3ce122554a90f1eb4",1328189012,0,0,5,20,4,3,2,0.951341594627746,TRUE,1,67546,4,FALSE,8,314693.2,21,3,273,868,868,273,867,867,207,690,690,0.0493358633776091,0.163899430740038,0.163899430740038,25,FALSE,FALSE,0,"1"
"189","01650d0dc7c41de11abeba6349e5ff38ebee430f",1336741437,0,0,4,1,1,1,1,0,TRUE,1,16415,3,FALSE,14,93214,29,1,165,34,199,164,34,198,155,34,189,0.0215113072255929,0.00482625482625483,0.0261996690568119,5,FALSE,FALSE,0,"1"
"191","016633931f708f6495874a8722c7aae657e37438",1328551213,1,0,42,36,1,1,1,0,TRUE,2,730083,8,FALSE,5,278297,8,4,231,1633,1633,230,1632,1632,185,993,993,0.0429164743885556,0.229349330872174,0.229349330872174,78,TRUE,FALSE,0.0128205128205128,"1"
"194","01674860ac85a42eb152092c6e99f7ad03346977",1325520964,0,0,1,0,1,1,1,0,TRUE,3,139427,7,FALSE,3,1685,6,6,13,912,912,13,911,911,13,471,471,0.00418535127055306,0.141106128550075,0.141106128550075,1,FALSE,FALSE,0,"1"
"199","0174c966f734ba48d387257a14447e8b56d85d37",1333556844,0,1,1,1,1,1,1,0,TRUE,1,547739,7,FALSE,1,6171000,3,3,126,821,821,126,817,817,45,89,89,0.450980392156863,0.882352941176471,0.882352941176471,2,FALSE,TRUE,0,"1"
"200","017a82c6702768aed68c34f319fa14da591f3df2",1325216740,0,0,8,2,2,2,2,1,TRUE,1,12050,1,FALSE,3,137880,5,2,185,362,362,185,362,362,176,345,345,0.0429507401116234,0.0839602038340209,0.0839602038340209,10,FALSE,FALSE,0,"1"
"207","018cb899d482967eb7d8ebdc48cadf1743abe680",1337670938,0,0,20,46,4,3,2,0.858803928558963,TRUE,2,53287,1,FALSE,15,1618907.5,78,2,188,398,398,188,398,398,187,385,385,0.0208287170396632,0.0427653445601595,0.0427653445601595,66,FALSE,FALSE,0,"1"
"217","019a5f2dd50404abfb06f26d31aa6292eb6344fc",1329599676,1,0,9,36,3,2,1,0.329117595804505,TRUE,3,790128,1,FALSE,6,57726.6666666667,17,2,255,675,675,254,674,674,203,574,574,0.0430561418319966,0.121359223300971,0.121359223300971,45,TRUE,FALSE,0.0222222222222222,"1"
"222","01a842c2fbfb5a74d61481165cc6d722de7c49ba",1329443105,0,0,33,19,3,2,1,0.792980559359886,TRUE,3,15502,4,FALSE,4,1374110.66666667,10,2,94,95,95,94,95,95,69,69,69,0.0149732620320856,0.0149732620320856,0.0149732620320856,52,FALSE,FALSE,0,"1"
"227","01b54bcd84d9a2129f2db4fe03a5f331f9eec203",1331934630,0,0,55,0,5,2,2,0.87083123976532,TRUE,22,2371654,31,FALSE,2,1819514.4,5,2,58,1191,1240,58,1190,1239,53,560,606,0.0095389507154213,0.0990990990990991,0.107224871930754,55,FALSE,FALSE,0,"1"
"232","01bca93863d61ed25d3d5935a7e150174d68be32",1338984971,0,0,8,3,1,1,1,0,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,11,FALSE,FALSE,0,"1"
"243","01d48e07d81ae07ef89edf0a3f6672753f7c0f54",1339000058,0,0,1,0,1,1,1,0,TRUE,1,45046,7,FALSE,6,2351835,12,4,73,2165,2236,73,2160,2231,56,1327,1382,0.00713838447088291,0.166311834690044,0.173199749530369,1,FALSE,FALSE,0,"1"
"250","01e7cb99500790861aeba8fc1a9ff7f4355aaace",1327283562,0,0,41,36,3,2,2,0.598229424838384,TRUE,1,19220,3,FALSE,2,249586,8,3,159,174,174,159,174,174,146,159,159,0.0300921187308086,0.0327533265097236,0.0327533265097236,77,FALSE,FALSE,0,"1"
"251","01eb4d93c5894dbee6210712454a28e9fe9a680f",1335846724,0,0,6,2,2,1,1,0.543564443199596,TRUE,4,121628,4,FALSE,11,8419,31,2,194,275,275,194,275,275,176,236,236,0.0257005953245245,0.0344126615362277,0.0344126615362277,8,FALSE,FALSE,0,"1"
"253","01ee0985319a0f41be12c3c8ff3813a74b43835e",1335283604,0,1,8,8,1,1,1,0,TRUE,1,794504,2,FALSE,2,6171408,4,2,823,1165,1165,823,1165,1165,728,967,967,0.107856191744341,0.14321645213789,0.14321645213789,16,FALSE,TRUE,0,"1"
"254","01f09669e2b6bc1f43160d787fabc6ca9e4b3c12",1332211512,0,0,1,1,1,1,1,0,TRUE,1,6631,1,FALSE,1,2844129,1,2,528,611,611,528,611,611,456,526,526,0.0800911321416053,0.0923589204346302,0.0923589204346302,2,FALSE,FALSE,0,"1"
"264","01fea6e0d5a0ef709c1660e2420a842b90e6f85f",1334733154,0,0,6,4,2,2,2,0.721928094887362,TRUE,4,25288,4,FALSE,3,2525850,9,2,632,946,946,631,945,945,598,903,903,0.075251256281407,0.11356783919598,0.11356783919598,10,FALSE,FALSE,0,"1"
"269","02140e973b86d1fbb25ec695daa59e6ff97138c5",1329699006,0,0,3,3,1,1,1,0,TRUE,1,5654,1,FALSE,2,2313162,4,2,222,262,262,222,262,262,173,204,204,0.0365239294710327,0.0430310663308144,0.0430310663308144,6,FALSE,FALSE,0,"1"
"272","021808c670d7af8d1e398824e94d97d7ed2e412b",1335365464,0,0,8,4,1,1,1,0,TRUE,1,9614,1,FALSE,7,527778,24,2,668,1396,1396,667,1395,1395,181,724,724,0.0566801619433198,0.225786359389598,0.225786359389598,12,FALSE,FALSE,0,"1"
"274","02191b6e4b03fe05b1b953b3e5d5e456cc5817c9",1338089147,0,0,1,16,3,3,1,0.926262155095312,TRUE,3,716644,5,FALSE,5,1878018.33333333,8,3,854,2956,2956,851,2951,2951,774,2113,2113,0.101003518832269,0.275511533950215,0.275511533950215,17,FALSE,FALSE,0,"1"
"277","02242a8b0129a2c109038d8752e5010104e78f95",1334798690,0,0,2,0,1,1,1,0,TRUE,2,27661,1,FALSE,3,7412846,9,2,438,1053,1053,438,1052,1052,314,790,790,0.0478577939835916,0.120176238225463,0.120176238225463,2,FALSE,FALSE,0,"1"
"280","02264cd41fae7994a16e96a61318f4e2521dd9f4",1338561190,0,0,16,16,5,1,1,0.841033594199012,TRUE,5,256274,7,FALSE,3,97367.6,47,3,76,94,94,76,94,94,56,72,72,0.00724269377382465,0.00927573062261754,0.00927573062261754,32,FALSE,FALSE,0,"1"
"289","022ff04a6bb76f18b8b4d0a8bbcb2b21bd771546",1330103106,0,0,14,0,2,2,2,0.940285958670631,TRUE,3,522546,10,FALSE,18,198398,47,1,5,445,449,5,443,447,5,433,437,0.000980392156862745,0.0709150326797386,0.0715686274509804,14,FALSE,FALSE,0,"1"
"310","025725e105c47b9afa8121f703f4be42e4f13273",1331612454,0,0,7,0,7,6,1,1,TRUE,9,3097441,7,FALSE,0,0,0,2,1166,1172,1172,1165,1171,1171,6,6,6,1,1,1,7,FALSE,FALSE,0,"1"
"312","025d544caa93afd2bc9af5f0bf8cebd2d988cc24",1336475594,2,0,112,86,11,1,1,0.662493255706503,TRUE,3,56554,5,FALSE,5,171001.272727273,48,4,170,1949,1949,170,1948,1948,59,1067,1067,0.00843170320404722,0.15008431703204,0.15008431703204,198,TRUE,FALSE,0.0101010101010101,"1"
"313","025f4d2ee1cdc4a68e880854584f9bef0980b630",1333634024,2,0,624,177,10,4,2,0.798888166006927,TRUE,17,1800388,18,FALSE,10,875978.4,32,2,16,145,150,16,145,150,15,142,146,0.00209533787323206,0.0187270822420115,0.0192509167103195,801,TRUE,FALSE,0.00249687890137328,"1"
"318","02673fd6ca7ad85e48fe17ce329d54af101f3694",1331659400,0,0,97,0,8,3,2,0.640935058935562,TRUE,6,608354,17,FALSE,8,3339983.5,33,1,11,155,160,11,155,160,11,149,154,0.00176860722181282,0.0221075902726603,0.0228445099484156,97,FALSE,FALSE,0,"1"
"329","0277f14f48539d5f9d443c7d4135a54d4a5e2a62",1325330805,0,0,2,0,1,1,1,0,TRUE,2,630452,7,FALSE,2,1840267,2,2,1,399,399,1,399,399,1,362,362,0.000602409638554217,0.10933734939759,0.10933734939759,2,FALSE,FALSE,0,"1"
"331","027cd4c1b9304f05cb6f1b4a163274482aff052b",1338896114,0,0,4,0,1,1,1,0,TRUE,2,244478,2,FALSE,8,1884778,14,2,439,1273,1273,438,1268,1268,207,446,446,0.0586907449209932,0.126128668171558,0.126128668171558,4,FALSE,FALSE,0,"1"
"335","0287bfee05840511c12100f06f9142e3e2b8f7d5",1330398302,1,0,637,552,62,15,2,0.677837843454518,TRUE,12,522638,5,FALSE,16,595873.419354839,221,1,92,265,352,92,265,352,88,252,335,0.0143386499113904,0.0407604317705816,0.0541324311261479,1189,TRUE,FALSE,0.000841042893187553,"1"
"336","0288e49e8cb599307d75e953f5133e8d56e53ba8",1338971819,0,0,25,1,1,1,1,0,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,26,FALSE,FALSE,0,"1"
"343","029bad8b5a3aef6a9ad86bf18e83bdad8ce9ffd2",1328603151,1,0,19,3,5,3,1,0.768305284702445,TRUE,6,249887,24,FALSE,9,404143.6,24,2,1,1264,1264,1,1263,1263,1,679,679,0.000458926112895824,0.15603487838458,0.15603487838458,22,TRUE,FALSE,0.0454545454545455,"1"
"345","029e510256a1a6ea8f30db75fa0745cad01353cb",1335838305,0,0,45,7,4,2,2,0.681921189690812,TRUE,2,684051,6,FALSE,15,324180.75,55,3,143,1517,1517,143,1516,1516,142,1439,1439,0.0171134514121589,0.172331258975586,0.172331258975586,52,FALSE,FALSE,0,"1"
"354","02abaa637ca1cb6c718e99fc158e915a6e227dba",1336466097,0,0,10,9,3,1,3,0.736570564133548,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,19,FALSE,FALSE,0,"1"
"368","02b80ebb52b957ae65cc23f5c9464633d9de868d",1337174664,0,0,20,102,2,1,1,0.885261894120462,TRUE,6,853034,13,FALSE,10,765276,20,1,1,803,804,1,802,803,1,725,726,0.000271812992661049,0.0986681163359609,0.0988040228322914,122,FALSE,FALSE,0,"1"
"375","02c1863485ec26ab6756fd7ec85d60d3bce68eb3",1329850250,0,0,36,12,1,1,1,0,TRUE,2,632841,2,FALSE,4,246866,7,3,270,797,797,269,796,796,215,676,676,0.0446188803966123,0.139847139020863,0.139847139020863,48,FALSE,FALSE,0,"1"
"380","02c6e58a089bb00c16196f7aebacf70a192818a7",1330435106,0,0,2,2,2,1,1,1,TRUE,1,3156,1,FALSE,7,311056.5,63,2,106,181,181,106,181,181,102,114,114,0.407114624505929,0.454545454545455,0.454545454545455,4,FALSE,FALSE,0,"1"
"384","02d4cd7ac27d83a98f5c1b1925c21df122618e26",1331145353,2,0,224,186,7,2,2,0.311315035649806,TRUE,6,3599825,11,FALSE,11,452383,19,1,295,498,774,294,497,773,247,405,635,0.0447007930785869,0.0731795241528479,0.11463590483057,410,TRUE,FALSE,0.0048780487804878,"1"
"385","02d4e6d56f2a976298bbf2be958b8dbc783a6417",1328050328,0,0,1,1,1,1,1,0,TRUE,1,19517,6,FALSE,4,57572,6,2,455,693,693,455,693,693,417,617,617,0.100625902744343,0.148772267693789,0.148772267693789,2,FALSE,FALSE,0,"1"
"387","02d947524d887e3ff6cb24065ccdbf3311ea81a8",1330778473,0,0,16,16,1,1,1,0,TRUE,2,302428,2,FALSE,1,482608,11,2,38,698,720,38,698,720,32,512,529,0.00634493366660258,0.0986348779080946,0.101903480099981,32,FALSE,FALSE,0,"1"
"392","02e30cb825e0bb587dae238cd24cbb8a86c5a4fa",1338961892,0,1,6,2,2,1,1,1,TRUE,1,87059,6,FALSE,14,524288,44,3,32,1880,1909,32,1878,1907,31,1128,1157,0.00401808136614766,0.141762933199397,0.145404319437469,8,FALSE,TRUE,0,"1"
"397","02efdccae982452a101ea0c703d308ab8189e9fb",1334245450,0,0,6,0,3,1,1,1,TRUE,1,37663,4,FALSE,5,6214532,14,2,1,321,322,1,321,322,1,260,261,0.000311187179088222,0.0406099268710129,0.040765520460557,6,FALSE,FALSE,0,"1"
"413","031389e62eef062d0bc93539d9144265996fa86f",1329999527,0,0,1,1,1,1,1,0,TRUE,2,281827,3,FALSE,1,2613683,3,3,42,470,470,42,470,470,34,341,341,0.00712395684917566,0.0696112354976593,0.0696112354976593,2,FALSE,FALSE,0,"1"
"419","031ac3c167d356e9c853f2c8f4331d5a276c6651",1336071554,0,0,4,18,2,1,1,0.439496986921513,TRUE,1,533535,1,FALSE,7,364,35,2,475,567,567,470,562,562,143,143,143,0.905660377358491,0.905660377358491,0.905660377358491,22,FALSE,FALSE,0,"1"
"421","03238488ebee2a7f1adff63fb90b9f5317aa6605",1331809839,0,0,1,1,1,1,1,0,TRUE,1,592710,4,FALSE,2,4423995,4,3,4,1490,1492,4,1489,1491,3,813,815,0.000716460684219953,0.145799749238761,0.146157979580871,2,FALSE,FALSE,0,"1"
"422","0323a56a04dd4d858eb0c98955d179b8418c1ed7",1328232084,0,0,2,2,1,1,1,0,TRUE,1,269434,3,FALSE,5,855841,16,3,26,472,472,26,472,472,21,410,410,0.00520217545519035,0.0971860960037834,0.0971860960037834,4,FALSE,FALSE,0,"1"
"435","03342a435a88656d64d1445991a4421d244fcb45",1337760310,1,0,72,12,7,4,2,0.568314159774215,TRUE,4,2511249,4,FALSE,24,118848.857142857,58,1,166,348,501,166,348,501,165,318,471,0.0183000771690001,0.0351670157645243,0.0520339543600485,84,TRUE,FALSE,0.0119047619047619,"1"
"437","03392e1edffee2ea7fdbcbee546dd5b11a448bc2",1337612895,1,0,5,3,1,1,1,0,TRUE,3,140222,9,FALSE,7,1814133,24,3,70,660,702,70,660,702,68,501,541,0.00921351315262385,0.0670316464147416,0.0723728134597409,8,TRUE,FALSE,0.125,"1"
"441","033c5e0d6a766449ae80fac6f4f9dc22365a3f4e",1338893516,0,0,1,1,1,1,1,0,TRUE,1,2251,2,FALSE,2,250092,8,3,81,99,99,81,99,99,61,77,77,0.00780758090920539,0.00982244049867775,0.00982244049867775,2,FALSE,FALSE,0,"1"
"443","033eff02fe505ec9ccc74563e69ff67fb6e2cb1b",1334333699,0,0,2,2,2,2,1,0,TRUE,1,102685,5,FALSE,11,2134717,22,4,58,865,865,58,863,863,47,667,667,0.00743724821815928,0.103501704369383,0.103501704369383,4,FALSE,FALSE,0,"1"
"446","0346d605e3dc3e00f1dc55a16697a5316eb8e6e2",1339500613,0,1,2,2,1,1,1,0,TRUE,7,135693,14,FALSE,30,338978,87,2,86,1134,1209,86,1121,1196,0,70,70,0.00294985250737463,0.209439528023599,0.209439528023599,4,FALSE,TRUE,0,"1"
